#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR34363--MA1107.1.KLF9	chr5	3509456	3509468	-	0.000	0.000	Merged-chr5-3509650-29
NR16186--MA0741.1.KLF16	chr15	80192528	80192538	+	0.000	0.000	Merged-chr15-80192413-58
NR35767--MA0493.1.Klf1	chr5	98167608	98167618	-	0.000	0.000	Merged-chr5-98167553-86
NR24301--MA0039.3.KLF4	chr2	7254631	7254641	-	0.000	0.000	Merged-chr2-7254714-17
NR38970--MA0599.1.KLF5	chr6	90422785	90422794	+	0.000	0.000	Merged-chr6-90422836-47
NR30241--MA1107.1.KLF9	chr3	136742794	136742806	-	0.000	0.000	Merged-chr3-136742959-57
NR36850--MA0741.1.KLF16	chr5	125016542	125016552	-	0.000	0.000	Merged-chr5-125016719-26
NR39156--MA0599.1.KLF5	chr6	100581241	100581250	+	0.000	0.000	Merged-chr6-100581320-61
NR37576--MA0740.1.KLF14	chr5	144165947	144165960	-	0.000	0.000	Merged-chr5-144166019-31
NR40846--MA0599.1.KLF5	chr7	24481951	24481960	+	0.000	0.000	Merged-chr7-24481860-36
NR45924--MA0742.1.Klf12	chr8	119946571	119946585	+	0.000	0.000	Merged-chr8-119946472-42
NR20542--MA0039.3.KLF4	chr17	70886786	70886796	-	0.000	0.000	Merged-chr17-70886838-34
NR45287--MA1107.1.KLF9	chr8	93864376	93864388	-	0.000	0.000	Merged-chr8-93864262-35
NR14498--MA0741.1.KLF16	chr14	75820042	75820052	-	0.000	0.000	Merged-chr14-75819905-19
NR18238--MA0741.1.KLF16	chr16	89872215	89872225	-	0.000	0.000	Merged-chr16-89872318-26
NR9455--MA0599.1.KLF5	chr12	3871219	3871228	+	0.000	0.000	Merged-chr12-3871224-57
NR33709--MA0493.1.Klf1	chr4	144901751	144901761	+	0.000	0.000	Merged-chr4-144901724-37
NR35145--MA1107.1.KLF9	chr5	63943574	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR40227--MA0742.1.Klf12	chr6	146271367	146271381	+	0.000	0.000	Merged-chr6-146271470-40
NR13903--MA0742.1.Klf12	chr14	54061508	54061522	+	0.000	0.000	Merged-chr14-54061633-25
NR13800--MA1107.1.KLF9	chr14	47740786	47740798	+	0.000	0.000	Merged-chr14-47740703-52
NR17291--MA1107.1.KLF9	chr16	14380126	14380138	-	0.000	0.000	Merged-chr16-14380008-54
NR48351--MA1107.1.KLF9	chr9	108035670	108035682	-	0.000	0.000	Merged-chr9-108035594-66
NR10906--MA0742.1.Klf12	chr12	106016397	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR37577--MA0657.1.KLF13	chr5	144165944	144165961	-	0.000	0.000	Merged-chr5-144166019-31
NR45762--MA1107.1.KLF9	chr8	114888558	114888570	-	0.000	0.000	Merged-chr8-114888790-56
NR403--MA1107.1.KLF9	chr1	39196989	39197001	-	0.000	0.000	Merged-chr1-39196974-45
NR36908--MA0599.1.KLF5	chr5	129192020	129192029	+	0.000	0.000	Merged-chr5-129191899-21
NR37579--MA0741.1.KLF16	chr5	144165949	144165959	-	0.000	0.000	Merged-chr5-144166019-31
NR40556--MA0599.1.KLF5	chr7	16001851	16001860	-	0.000	0.000	Merged-chr7-16001989-41
NR24510--MA0599.1.KLF5	chr2	19628253	19628262	-	0.000	0.000	Merged-chr2-19628399-27
NR45758--MA1107.1.KLF9	chr8	114888550	114888562	-	0.000	0.000	Merged-chr8-114888790-56
NR47547--MA0741.1.KLF16	chr9	69458369	69458379	+	0.000	0.000	Merged-chr9-69458326-40
NR38971--MA0741.1.KLF16	chr6	90422780	90422790	+	0.000	0.000	Merged-chr6-90422836-47
NR26241--MA1107.1.KLF9	chr2	104172840	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR39866--MA0742.1.Klf12	chr6	136684095	136684109	+	0.000	0.000	Merged-chr6-136683885-26
NR33697--MA0599.1.KLF5	chr4	144898352	144898361	+	0.000	0.000	Merged-chr4-144898190-46
NR2543--MA0742.1.Klf12	chr1	179169998	179170012	-	0.000	0.000	Merged-chr1-179169843-56
NR29511--MA1107.1.KLF9	chr3	101651412	101651424	+	0.000	0.000	Merged-chr3-101651434-38
NR44925--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
NR45923--MA0740.1.KLF14	chr8	119946571	119946584	+	0.000	0.000	Merged-chr8-119946472-42
NR17857--MA0493.1.Klf1	chr16	49791120	49791130	-	0.000	0.000	Merged-chr16-49791055-52
NR13065--MA0741.1.KLF16	chr13	111634786	111634796	+	0.000	0.000	Merged-chr13-111634662-22
NR17674--MA0599.1.KLF5	chr16	35742467	35742476	-	0.000	0.000	Merged-chr16-35742622-74
NR15247--MA1107.1.KLF9	chr15	36396290	36396302	+	0.000	0.000	Merged-chr15-36396472-80
NR14287--MA1107.1.KLF9	chr14	67878035	67878047	-	0.000	0.000	Merged-chr14-67877957-30
NR31875--MA1107.1.KLF9	chr4	89359547	89359559	-	0.000	0.000	Merged-chr4-89359690-21
NR27501--MA0741.1.KLF16	chr2	164041242	164041252	-	0.000	0.000	Merged-chr2-164041176-18
NR44136--MA0039.3.KLF4	chr8	34397967	34397977	-	0.000	0.000	Merged-chr8-34397971-66
NR32500--MA0493.1.Klf1	chr4	120288020	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR17682--MA1107.1.KLF9	chr16	36057585	36057597	+	0.000	0.000	Merged-chr16-36057640-19
NR20531--MA1107.1.KLF9	chr17	70728942	70728954	+	0.000	0.000	Merged-chr17-70729015-28
NR10909--MA0493.1.Klf1	chr12	106016401	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR23493--MA0599.1.KLF5	chr19	36478051	36478060	+	0.000	0.000	Merged-chr19-36478148-8
NR9985--MA0741.1.KLF16	chr12	55446852	55446862	-	0.000	0.000	Merged-chr12-55446989-58
NR47098--MA0493.1.Klf1	chr9	51213713	51213723	+	0.000	0.000	Merged-chr9-51213844-69
NR14072--MA0039.3.KLF4	chr14	59553393	59553403	-	0.000	0.000	Merged-chr14-59553394-22
NR5827--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR17687--MA1107.1.KLF9	chr16	36057595	36057607	+	0.000	0.000	Merged-chr16-36057640-19
NR20536--MA1107.1.KLF9	chr17	70728952	70728964	+	0.000	0.000	Merged-chr17-70729015-28
NR13360--MA0599.1.KLF5	chr14	12243731	12243740	-	0.000	0.000	Merged-chr14-12243878-61
NR40853--MA0599.1.KLF5	chr7	24482004	24482013	-	0.000	0.000	Merged-chr7-24481860-36
NR1498--MA0740.1.KLF14	chr1	128793987	128794000	-	0.000	0.000	Merged-chr1-128794102-26
NR44407--MA0599.1.KLF5	chr8	57401523	57401532	+	0.000	0.000	Merged-chr8-57401385-31
NR11008--MA0741.1.KLF16	chr12	109438214	109438224	+	0.000	0.000	Merged-chr12-109438029-53
NR10829--MA0493.1.Klf1	chr12	102581773	102581783	+	0.000	0.000	Merged-chr12-102581960-56
NR22058--MA1107.1.KLF9	chr18	67255871	67255883	-	0.000	0.000	Merged-chr18-67255745-40
NR529--MA0741.1.KLF16	chr1	52650162	52650172	+	0.000	0.000	Merged-chr1-52650227-37
NR1624--MA0741.1.KLF16	chr1	133711232	133711242	-	0.000	0.000	Merged-chr1-133711440-47
NR13669--MA0493.1.Klf1	chr14	32716953	32716963	+	0.000	0.000	Merged-chr14-32716978-71
NR13799--MA0493.1.Klf1	chr14	47740786	47740796	+	0.000	0.000	Merged-chr14-47740703-52
NR5102--MA1107.1.KLF9	chr10	98745688	98745700	+	0.000	0.000	Merged-chr10-98745748-77
NR36847--MA0740.1.KLF14	chr5	125016540	125016553	-	0.000	0.000	Merged-chr5-125016719-26
NR8359--MA0493.1.Klf1	chr11	102074472	102074482	+	0.000	0.000	Merged-chr11-102074455-23
NR528--MA0599.1.KLF5	chr1	52650162	52650171	+	0.000	0.000	Merged-chr1-52650227-37
NR37396--MA0740.1.KLF14	chr5	140586796	140586809	+	0.000	0.000	Merged-chr5-140586794-18
NR18013--MA0493.1.Klf1	chr16	58709147	58709157	+	0.000	0.000	Merged-chr16-58709115-34
NR22049--MA0742.1.Klf12	chr18	67212684	67212698	+	0.000	0.000	Merged-chr18-67212775-57
NR8356--MA0742.1.Klf12	chr11	102074472	102074486	+	0.000	0.000	Merged-chr11-102074455-23
NR40851--MA0740.1.KLF14	chr7	24482001	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR42836--MA1107.1.KLF9	chr7	116484542	116484554	-	0.000	0.000	Merged-chr7-116484434-42
NR42621--MA1107.1.KLF9	chr7	107659438	107659450	-	0.000	0.000	Merged-chr7-107659322-39
NR46655--MA0599.1.KLF5	chr9	21419889	21419898	-	0.000	0.000	Merged-chr9-21419783-26
NR45283--MA0740.1.KLF14	chr8	93864375	93864388	-	0.000	0.000	Merged-chr8-93864262-35
NR10910--MA1107.1.KLF9	chr12	106016399	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR17828--MA0493.1.Klf1	chr16	45261507	45261517	+	0.000	0.000	Merged-chr16-45261551-46
NR26240--MA0493.1.Klf1	chr2	104172842	104172852	-	0.000	0.000	Merged-chr2-104172938-49
NR14823--MA0599.1.KLF5	chr14	118173737	118173746	-	0.000	0.000	Merged-chr14-118173746-41
NR13063--MA0741.1.KLF16	chr13	111634784	111634794	+	0.000	0.000	Merged-chr13-111634662-22
NR42388--MA0039.3.KLF4	chr7	98797413	98797423	-	0.000	0.000	Merged-chr7-98797577-28
NR40231--MA1107.1.KLF9	chr6	146271367	146271379	+	0.000	0.000	Merged-chr6-146271470-40
NR31972--MA0741.1.KLF16	chr4	101217269	101217279	-	0.000	0.000	Merged-chr4-101217167-64
NR42809--MA0039.3.KLF4	chr7	114356564	114356574	-	0.000	0.000	Merged-chr7-114356592-29
NR19877--MA0741.1.KLF16	chr17	35897140	35897150	+	0.000	0.000	Merged-chr17-35896945-1
NR21906--MA0741.1.KLF16	chr18	60625570	60625580	-	0.000	0.000	Merged-chr18-60625535-13
NR44149--MA0599.1.KLF5	chr8	34651918	34651927	-	0.000	0.000	Merged-chr8-34651925-47
NR40843--MA0740.1.KLF14	chr7	24481950	24481963	+	0.000	0.000	Merged-chr7-24481860-36
NR31882--MA1107.1.KLF9	chr4	89400435	89400447	-	0.000	0.000	Merged-chr4-89400416-12
NR40222--MA0741.1.KLF16	chr6	146081079	146081089	-	0.000	0.000	Merged-chr6-146081045-99
NR32502--MA1107.1.KLF9	chr4	120288020	120288032	+	0.000	0.000	Merged-chr4-120287807-68
NR48540--MA0599.1.KLF5	chr9	114613181	114613190	-	0.000	0.000	Merged-chr9-114613191-38
NR31967--MA0039.3.KLF4	chr4	101217175	101217185	+	0.000	0.000	Merged-chr4-101217167-64
NR40854--MA0741.1.KLF16	chr7	24482003	24482013	-	0.000	0.000	Merged-chr7-24481860-36
NR14286--MA0493.1.Klf1	chr14	67878037	67878047	-	0.000	0.000	Merged-chr14-67877957-30
NR14873--MA0599.1.KLF5	chr14	120313645	120313654	+	0.000	0.000	Merged-chr14-120313531-118
NR34364--MA1107.1.KLF9	chr5	3509466	3509478	-	0.000	0.000	Merged-chr5-3509650-29
NR29556--MA0599.1.KLF5	chr3	103092049	103092058	-	0.000	0.000	Merged-chr3-103091976-34
NR23240--MA0493.1.Klf1	chr19	20944684	20944694	+	0.000	0.000	Merged-chr19-20944629-14
NR5829--MA1107.1.KLF9	chr10	128940594	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR30242--MA1107.1.KLF9	chr3	136742796	136742808	-	0.000	0.000	Merged-chr3-136742959-57
NR42253--MA0657.1.KLF13	chr7	90007513	90007530	+	0.000	0.000	Merged-chr7-90007418-46
NR40844--MA0657.1.KLF13	chr7	24481949	24481966	+	0.000	0.000	Merged-chr7-24481860-36
NR33728--MA0599.1.KLF5	chr4	145177762	145177771	-	0.000	0.000	Merged-chr4-145177901-38
NR7813--MA0599.1.KLF5	chr11	88864590	88864599	+	0.000	0.000	Merged-chr11-88864546-48
NR9451--MA0599.1.KLF5	chr12	3871188	3871197	+	0.000	0.000	Merged-chr12-3871224-57
NR47097--MA0742.1.Klf12	chr9	51213713	51213727	+	0.000	0.000	Merged-chr9-51213844-69
NR22048--MA0740.1.KLF14	chr18	67212684	67212697	+	0.000	0.000	Merged-chr18-67212775-57
NR8360--MA1107.1.KLF9	chr11	102074472	102074484	+	0.000	0.000	Merged-chr11-102074455-23
NR38969--MA0657.1.KLF13	chr6	90422778	90422795	+	0.000	0.000	Merged-chr6-90422836-47
NR31969--MA0741.1.KLF16	chr4	101217266	101217276	-	0.000	0.000	Merged-chr4-101217167-64
NR1502--MA0493.1.Klf1	chr1	128793990	128794000	-	0.000	0.000	Merged-chr1-128794102-26
NR48350--MA0741.1.KLF16	chr9	108035671	108035681	-	0.000	0.000	Merged-chr9-108035594-66
NR5100--MA1107.1.KLF9	chr10	98745684	98745696	+	0.000	0.000	Merged-chr10-98745748-77
NR42387--MA0599.1.KLF5	chr7	98797415	98797424	-	0.000	0.000	Merged-chr7-98797577-28
NR18453--MA0039.3.KLF4	chr16	95150796	95150806	+	0.000	0.000	Merged-chr16-95150686-45
NR42808--MA0599.1.KLF5	chr7	114356566	114356575	-	0.000	0.000	Merged-chr7-114356592-29
NR35080--MA0741.1.KLF16	chr5	53605581	53605591	-	0.000	0.000	Merged-chr5-53605625-25
NR25983--MA0740.1.KLF14	chr2	85224576	85224589	+	0.000	0.000	Merged-chr2-85224623-28
NR16641--MA1107.1.KLF9	chr15	91644096	91644108	+	0.000	0.000	Merged-chr15-91644070-43
NR47174--MA0599.1.KLF5	chr9	56098022	56098031	+	0.000	0.000	Merged-chr9-56098023-21
NR14564--MA0039.3.KLF4	chr14	79236478	79236488	+	0.000	0.000	Merged-chr14-79236608-48
NR13905--MA0493.1.Klf1	chr14	54061508	54061518	+	0.000	0.000	Merged-chr14-54061633-25
NR37587--MA0599.1.KLF5	chr5	144295025	144295034	-	0.000	0.000	Merged-chr5-144295152-24
NR39761--MA1107.1.KLF9	chr6	131294132	131294144	-	0.000	0.000	Merged-chr6-131294237-12
NR39819--MA0039.3.KLF4	chr6	134348663	134348673	-	0.000	0.000	Merged-chr6-134348726-53
NR40555--MA0742.1.Klf12	chr7	16001847	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR45759--MA1107.1.KLF9	chr8	114888552	114888564	-	0.000	0.000	Merged-chr8-114888790-56
NR15123--MA0599.1.KLF5	chr15	12895613	12895622	-	0.000	0.000	Merged-chr15-12895648-51
NR30509--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR32498--MA0742.1.Klf12	chr4	120288020	120288034	+	0.000	0.000	Merged-chr4-120287807-68
NR33698--MA0599.1.KLF5	chr4	144901551	144901560	+	0.000	0.000	Merged-chr4-144901724-37
NR33729--MA0741.1.KLF16	chr4	145177761	145177771	-	0.000	0.000	Merged-chr4-145177901-38
NR37578--MA0493.1.Klf1	chr5	144165950	144165960	-	0.000	0.000	Merged-chr5-144166019-31
NR34000--MA0599.1.KLF5	chr4	150087352	150087361	-	0.000	0.000	Merged-chr4-150087480-81
NR44408--MA0741.1.KLF16	chr8	57401523	57401533	+	0.000	0.000	Merged-chr8-57401385-31
NR40230--MA0493.1.Klf1	chr6	146271367	146271377	+	0.000	0.000	Merged-chr6-146271470-40
NR47760--MA1107.1.KLF9	chr9	80318211	80318223	+	0.000	0.000	Merged-chr9-80318250-48
NR37397--MA0741.1.KLF16	chr5	140586797	140586807	+	0.000	0.000	Merged-chr5-140586794-18
NR2544--MA0493.1.Klf1	chr1	179170002	179170012	-	0.000	0.000	Merged-chr1-179169843-56
NR34005--MA0599.1.KLF5	chr4	150087551	150087560	-	0.000	0.000	Merged-chr4-150087480-81
NR22050--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR11006--MA0740.1.KLF14	chr12	109438213	109438226	+	0.000	0.000	Merged-chr12-109438029-53
NR44150--MA0039.3.KLF4	chr8	34651916	34651926	-	0.000	0.000	Merged-chr8-34651925-47
NR43532--MA0599.1.KLF5	chr7	140324394	140324403	+	0.000	0.000	Merged-chr7-140324353-33
NR13666--MA0740.1.KLF14	chr14	32716953	32716966	+	0.000	0.000	Merged-chr14-32716978-71
NR16185--MA0741.1.KLF16	chr15	80192527	80192537	+	0.000	0.000	Merged-chr15-80192413-58
NR33711--MA1107.1.KLF9	chr4	144901751	144901763	+	0.000	0.000	Merged-chr4-144901724-37
NR31876--MA1107.1.KLF9	chr4	89359549	89359561	-	0.000	0.000	Merged-chr4-89359690-21
NR31881--MA0493.1.Klf1	chr4	89400437	89400447	-	0.000	0.000	Merged-chr4-89400416-12
NR17683--MA1107.1.KLF9	chr16	36057587	36057599	+	0.000	0.000	Merged-chr16-36057640-19
NR20532--MA1107.1.KLF9	chr17	70728944	70728956	+	0.000	0.000	Merged-chr17-70729015-28
NR12020--MA0599.1.KLF5	chr13	51598243	51598252	-	0.000	0.000	Merged-chr13-51598262-24
NR6236--MA0039.3.KLF4	chr11	24132066	24132076	-	0.000	0.000	Merged-chr11-24132084-32
NR14540--MA0599.1.KLF5	chr14	78307981	78307990	+	0.000	0.000	Merged-chr14-78307953-14
NR35140--MA0599.1.KLF5	chr5	63943562	63943571	-	0.000	0.000	Merged-chr5-63943362-36
NR33703--MA0493.1.Klf1	chr4	144901710	144901720	+	0.000	0.000	Merged-chr4-144901724-37
NR45720--MA1107.1.KLF9	chr8	111967408	111967420	+	0.000	0.000	Merged-chr8-111967453-22
NR17688--MA1107.1.KLF9	chr16	36057597	36057609	+	0.000	0.000	Merged-chr16-36057640-19
NR20537--MA1107.1.KLF9	chr17	70728954	70728966	+	0.000	0.000	Merged-chr17-70729015-28
NR32202--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR14497--MA0741.1.KLF16	chr14	75820041	75820051	-	0.000	0.000	Merged-chr14-75819905-19
NR2469--MA0493.1.Klf1	chr1	174041002	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR13473--MA0599.1.KLF5	chr14	21112781	21112790	+	0.000	0.000	Merged-chr14-21112934-51
NR45927--MA0741.1.KLF16	chr8	119946572	119946582	+	0.000	0.000	Merged-chr8-119946472-42
NR39817--MA0742.1.Klf12	chr6	134348661	134348675	-	0.000	0.000	Merged-chr6-134348726-53
NR1504--MA1107.1.KLF9	chr1	128793988	128794000	-	0.000	0.000	Merged-chr1-128794102-26
NR2501--MA0599.1.KLF5	chr1	177455706	177455715	-	0.000	0.000	Merged-chr1-177455545-12
NR32497--MA0740.1.KLF14	chr4	120288020	120288033	+	0.000	0.000	Merged-chr4-120287807-68
NR39818--MA0599.1.KLF5	chr6	134348665	134348674	-	0.000	0.000	Merged-chr6-134348726-53
NR32501--MA0741.1.KLF16	chr4	120288021	120288031	+	0.000	0.000	Merged-chr4-120287807-68
NR27497--MA0742.1.Klf12	chr2	164041239	164041253	-	0.000	0.000	Merged-chr2-164041176-18
NR22059--MA1107.1.KLF9	chr18	67255881	67255893	-	0.000	0.000	Merged-chr18-67255745-40
NR20131--MA0599.1.KLF5	chr17	47225527	47225536	-	0.000	0.000	Merged-chr17-47225554-43
NR35144--MA0741.1.KLF16	chr5	63943575	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR27499--MA0039.3.KLF4	chr2	164041241	164041251	-	0.000	0.000	Merged-chr2-164041176-18
NR3851--MA0599.1.KLF5	chr10	61233350	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR30148--MA0493.1.Klf1	chr3	133467521	133467531	-	0.000	0.000	Merged-chr3-133467681-44
NR44137--MA0740.1.KLF14	chr8	34529602	34529615	-	0.000	0.000	Merged-chr8-34529653-1
NR22124--MA0741.1.KLF16	chr18	68190010	68190020	+	0.000	0.000	Merged-chr18-68190088-51
NR12809--MA0493.1.Klf1	chr13	99475982	99475992	+	0.000	0.000	Merged-chr13-99475765-41
NR35768--MA0741.1.KLF16	chr5	98167607	98167617	-	0.000	0.000	Merged-chr5-98167553-86
NR17856--MA0599.1.KLF5	chr16	49791120	49791129	-	0.000	0.000	Merged-chr16-49791055-52
NR39760--MA0493.1.Klf1	chr6	131294134	131294144	-	0.000	0.000	Merged-chr6-131294237-12
NR13670--MA0741.1.KLF16	chr14	32716954	32716964	+	0.000	0.000	Merged-chr14-32716978-71
NR43303--MA0742.1.Klf12	chr7	130812670	130812684	-	0.000	0.000	Merged-chr7-130812664-20
NR30510--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR37472--MA0740.1.KLF14	chr5	141241419	141241432	-	0.000	0.000	Merged-chr5-141241462-54
NR32499--MA0599.1.KLF5	chr4	120288021	120288030	+	0.000	0.000	Merged-chr4-120287807-68
NR17510--MA0039.3.KLF4	chr16	25485348	25485358	-	0.000	0.000	Merged-chr16-25485313-47
NR40559--MA1107.1.KLF9	chr7	16001849	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR38479--MA0599.1.KLF5	chr6	55016524	55016533	+	0.000	0.000	Merged-chr6-55016500-80
NR2470--MA1107.1.KLF9	chr1	174041000	174041012	-	0.000	0.000	Merged-chr1-174041007-47
NR35079--MA0493.1.Klf1	chr5	53605582	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR5391--MA0493.1.Klf1	chr10	117731428	117731438	-	0.000	0.000	Merged-chr10-117731554-42
NR33700--MA1107.1.KLF9	chr4	144901550	144901562	+	0.000	0.000	Merged-chr4-144901724-37
NR24303--MA1107.1.KLF9	chr2	7254631	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR17681--MA1107.1.KLF9	chr16	36057583	36057595	+	0.000	0.000	Merged-chr16-36057640-19
NR20530--MA1107.1.KLF9	chr17	70728940	70728952	+	0.000	0.000	Merged-chr17-70729015-28
NR33918--MA0740.1.KLF14	chr4	148683791	148683804	+	0.000	0.000	Merged-chr4-148683681-71
NR10831--MA1107.1.KLF9	chr12	102581773	102581785	+	0.000	0.000	Merged-chr12-102581960-56
NR48993--MA0599.1.KLF5	chrX	7865658	7865667	+	0.000	0.000	Merged-chrX-7865862-63
NR45925--MA0599.1.KLF5	chr8	119946572	119946581	+	0.000	0.000	Merged-chr8-119946472-42
NR9983--MA1107.1.KLF9	chr12	55392949	55392961	+	0.000	0.000	Merged-chr12-55392987-35
NR15144--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR31878--MA0742.1.Klf12	chr4	89400433	89400447	-	0.000	0.000	Merged-chr4-89400416-12
NR27498--MA0599.1.KLF5	chr2	164041243	164041252	-	0.000	0.000	Merged-chr2-164041176-18
NR13671--MA1107.1.KLF9	chr14	32716953	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR9751--MA0493.1.Klf1	chr12	25851844	25851854	+	0.000	0.000	Merged-chr12-25851772-17
NR33705--MA1107.1.KLF9	chr4	144901710	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR34365--MA1107.1.KLF9	chr5	3509468	3509480	-	0.000	0.000	Merged-chr5-3509650-29
NR35076--MA0742.1.Klf12	chr5	53605578	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR20545--MA0599.1.KLF5	chr17	70886827	70886836	-	0.000	0.000	Merged-chr17-70886838-34
NR39155--MA0741.1.KLF16	chr6	100576334	100576344	-	0.000	0.000	Merged-chr6-100576347-26
NR16188--MA0741.1.KLF16	chr15	80192530	80192540	+	0.000	0.000	Merged-chr15-80192413-58
NR20544--MA1107.1.KLF9	chr17	70886786	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR19876--MA0599.1.KLF5	chr17	35897140	35897149	+	0.000	0.000	Merged-chr17-35896945-1
NR42911--MA0599.1.KLF5	chr7	119860417	119860426	+	0.000	0.000	Merged-chr7-119860527-21
NR30420--MA0740.1.KLF14	chr3	144432216	144432229	+	0.000	0.000	Merged-chr3-144432353-38
NR48541--MA0493.1.Klf1	chr9	114613181	114613191	-	0.000	0.000	Merged-chr9-114613191-38
NR21846--MA0741.1.KLF16	chr18	56566035	56566045	+	0.000	0.000	Merged-chr18-56566232-24
