#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR45081--MA0741.1.KLF16	chr8	84067371	84067381	-	0.000	0.000	Merged-chr8-84067412-4
NR13903--MA0742.1.Klf12	chr14	54061508	54061522	+	0.000	0.000	Merged-chr14-54061633-25
NR3649--MA0741.1.KLF16	chr10	43984079	43984089	+	0.000	0.000	Merged-chr10-43984044-26
NR31882--MA1107.1.KLF9	chr4	89400435	89400447	-	0.000	0.000	Merged-chr4-89400416-12
NR13905--MA0493.1.Klf1	chr14	54061508	54061518	+	0.000	0.000	Merged-chr14-54061633-25
NR3648--MA0599.1.KLF5	chr10	43984079	43984088	+	0.000	0.000	Merged-chr10-43984044-26
NR31881--MA0493.1.Klf1	chr4	89400437	89400447	-	0.000	0.000	Merged-chr4-89400416-12
NR31878--MA0742.1.Klf12	chr4	89400433	89400447	-	0.000	0.000	Merged-chr4-89400416-12
NR28962--MA0039.3.KLF4	chr3	84772128	84772138	-	0.000	0.000	Merged-chr3-84772067-31
NR35706--MA0741.1.KLF16	chr5	92955378	92955388	-	0.000	0.000	Merged-chr5-92955539-15
NR45080--MA0599.1.KLF5	chr8	84067296	84067305	-	0.000	0.000	Merged-chr8-84067412-4
NR28961--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR31879--MA0599.1.KLF5	chr4	89400437	89400446	-	0.000	0.000	Merged-chr4-89400416-12
NR28963--MA1107.1.KLF9	chr3	84772128	84772140	-	0.000	0.000	Merged-chr3-84772067-31
NR13904--MA0039.3.KLF4	chr14	54061510	54061520	+	0.000	0.000	Merged-chr14-54061633-25
NR45079--MA0741.1.KLF16	chr8	84067216	84067226	+	0.000	0.000	Merged-chr8-84067412-4
NR31880--MA0039.3.KLF4	chr4	89400435	89400445	-	0.000	0.000	Merged-chr4-89400416-12
