#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR5715--MA0002.2.RUNX1	chr5	73340417	73340427	+	0.000	0.000	Merged-chr5-73340408-13
NR832--MA0684.1.RUNX3	chr10	59608426	59608435	+	0.000	0.000	Merged-chr10-59608424-25
NR5490--MA0511.2.RUNX2	chr4	148509633	148509641	-	0.000	0.000	Merged-chr4-148509676-49
NR7885--MA0684.1.RUNX3	chrX	50930494	50930503	+	0.000	0.000	Merged-chrX-50930584-22
NR3733--MA0511.2.RUNX2	chr18	79284477	79284485	+	0.000	0.000	Merged-chr18-79284521-10
NR2923--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR7345--MA0511.2.RUNX2	chr8	125219677	125219685	+	0.000	0.000	Merged-chr8-125219708-10
NR2535--MA0002.2.RUNX1	chr14	120373173	120373183	-	0.000	0.000	Merged-chr14-120372978-21
NR1599--MA0684.1.RUNX3	chr12	75479887	75479896	-	0.000	0.000	Merged-chr12-75479901-16
NR2852--MA0511.2.RUNX2	chr15	103264019	103264027	+	0.000	0.000	Merged-chr15-103264085-19
NR3593--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR2591--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR3225--MA0002.2.RUNX1	chr17	23844278	23844288	-	0.000	0.000	Merged-chr17-23844076-33
NR5279--MA0002.2.RUNX1	chr4	98282437	98282447	+	0.000	0.000	Merged-chr4-98282479-46
NR4901--MA0002.2.RUNX1	chr3	126825182	126825192	-	0.000	0.000	Merged-chr3-126825034-19
NR3188--MA0511.2.RUNX2	chr17	7164085	7164093	-	0.000	0.000	Merged-chr17-7164154-31
NR1907--MA0511.2.RUNX2	chr13	34914838	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR2596--MA0002.2.RUNX1	chr15	27668286	27668296	+	0.000	0.000	Merged-chr15-27668249-55
NR6445--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR6031--MA0002.2.RUNX1	chr5	150259936	150259946	+	0.000	0.000	Merged-chr5-150259783-65
NR3448--MA0002.2.RUNX1	chr17	84243670	84243680	-	0.000	0.000	Merged-chr17-84243747-20
NR2989--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR7678--MA0684.1.RUNX3	chr9	96545687	96545696	-	0.000	0.000	Merged-chr9-96545653-10
NR6676--MA0002.2.RUNX1	chr7	67911936	67911946	-	0.000	0.000	Merged-chr7-67912081-16
NR6785--MA0002.2.RUNX1	chr7	99003412	99003422	-	0.000	0.000	Merged-chr7-99003498-20
NR5931--MA0002.2.RUNX1	chr5	124241815	124241825	-	0.000	0.000	Merged-chr5-124241668-15
NR952--MA0684.1.RUNX3	chr10	89487492	89487501	+	0.000	0.000	Merged-chr10-89487316-19
NR7134--MA0684.1.RUNX3	chr8	46420600	46420609	+	0.000	0.000	Merged-chr8-46420639-16
NR6512--MA0002.2.RUNX1	chr6	146005518	146005528	-	0.000	0.000	Merged-chr6-146005521-31
NR1236--MA0684.1.RUNX3	chr11	54153014	54153023	-	0.000	0.000	Merged-chr11-54152969-5
NR5337--MA0684.1.RUNX3	chr4	109274053	109274062	-	0.000	0.000	Merged-chr4-109273984-17
NR1944--MA0002.2.RUNX1	chr13	53402317	53402327	-	0.000	0.000	Merged-chr13-53402378-5
NR133--MA0511.2.RUNX2	chr1	55630385	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR4348--MA0002.2.RUNX1	chr2	121276174	121276184	+	0.000	0.000	Merged-chr2-121276233-14
NR5902--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR9--MA0511.2.RUNX2	chr1	7095995	7096003	-	0.000	0.000	Merged-chr1-7096130-35
NR2637--MA0511.2.RUNX2	chr15	38535574	38535582	+	0.000	0.000	Merged-chr15-38535554-39
NR4056--MA0002.2.RUNX1	chr2	27122233	27122243	+	0.000	0.000	Merged-chr2-27122236-19
NR4022--MA0002.2.RUNX1	chr2	14712031	14712041	+	0.000	0.000	Merged-chr2-14711970-14
NR200--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR6108--MA0002.2.RUNX1	chr6	43619393	43619403	-	0.000	0.000	Merged-chr6-43619418-19
NR749--MA0511.2.RUNX2	chr10	26562870	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR7895--MA0002.2.RUNX1	chrX	59951432	59951442	+	0.000	0.000	Merged-chrX-59951386-23
NR4060--MA0511.2.RUNX2	chr2	29453884	29453892	-	0.000	0.000	Merged-chr2-29453953-15
NR4997--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR4897--MA0684.1.RUNX3	chr3	126589586	126589595	+	0.000	0.000	Merged-chr3-126589665-27
NR6020--MA0684.1.RUNX3	chr5	148903759	148903768	-	0.000	0.000	Merged-chr5-148903803-10
NR3894--MA0684.1.RUNX3	chr19	38812312	38812321	-	0.000	0.000	Merged-chr19-38812374-10
NR5900--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR4166--MA0511.2.RUNX2	chr2	65871110	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR5720--MA0511.2.RUNX2	chr5	74471121	74471129	+	0.000	0.000	Merged-chr5-74471085-11
NR2595--MA0511.2.RUNX2	chr15	27668288	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR6074--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR5492--MA0684.1.RUNX3	chr4	148509632	148509641	-	0.000	0.000	Merged-chr4-148509676-49
NR3735--MA0684.1.RUNX3	chr18	79284477	79284486	+	0.000	0.000	Merged-chr18-79284521-10
NR2988--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR7883--MA0511.2.RUNX2	chrX	50930494	50930502	+	0.000	0.000	Merged-chrX-50930584-22
NR4429--MA0511.2.RUNX2	chr2	146629279	146629287	-	0.000	0.000	Merged-chr2-146629187-16
NR5930--MA0511.2.RUNX2	chr5	124241815	124241823	+	0.000	0.000	Merged-chr5-124241668-15
NR2649--MA0684.1.RUNX3	chr15	50841965	50841974	+	0.000	0.000	Merged-chr15-50841998-15
NR4167--MA0684.1.RUNX3	chr2	65871109	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR3893--MA0002.2.RUNX1	chr19	38812311	38812321	+	0.000	0.000	Merged-chr19-38812374-10
NR3591--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
NR6048--MA0511.2.RUNX2	chr6	5997677	5997685	+	0.000	0.000	Merged-chr6-5997718-16
NR824--MA0002.2.RUNX1	chr10	58480391	58480401	-	0.000	0.000	Merged-chr10-58480234-23
NR5630--MA0511.2.RUNX2	chr5	31964052	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR1909--MA0684.1.RUNX3	chr13	34914837	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR6245--MA0511.2.RUNX2	chr6	90782604	90782612	+	0.000	0.000	Merged-chr6-90782586-39
NR4055--MA0511.2.RUNX2	chr2	27122235	27122243	-	0.000	0.000	Merged-chr2-27122236-19
NR946--MA0002.2.RUNX1	chr10	86795037	86795047	+	0.000	0.000	Merged-chr10-86794881-42
NR7733--MA0684.1.RUNX3	chr9	110907689	110907698	+	0.000	0.000	Merged-chr9-110907689-47
NR1578--MA0002.2.RUNX1	chr12	70995259	70995269	+	0.000	0.000	Merged-chr12-70995410-19
NR7346--MA0002.2.RUNX1	chr8	125219677	125219687	-	0.000	0.000	Merged-chr8-125219708-10
NR750--MA0002.2.RUNX1	chr10	26562868	26562878	+	0.000	0.000	Merged-chr10-26563078-18
NR2990--MA0684.1.RUNX3	chr16	48594584	48594593	+	0.000	0.000	Merged-chr16-48594719-53
NR7507--MA0684.1.RUNX3	chr9	61755472	61755481	-	0.000	0.000	Merged-chr9-61755536-8
NR3999--MA0002.2.RUNX1	chr2	6379922	6379932	-	0.000	0.000	Merged-chr2-6380083-49
NR7676--MA0511.2.RUNX2	chr9	96545688	96545696	-	0.000	0.000	Merged-chr9-96545653-10
NR981--MA0002.2.RUNX1	chr10	93933059	93933069	-	0.000	0.000	Merged-chr10-93933103-29
NR5631--MA0684.1.RUNX3	chr5	31964051	31964060	-	0.000	0.000	Merged-chr5-31963887-11
NR7434--MA0002.2.RUNX1	chr9	36905551	36905561	-	0.000	0.000	Merged-chr9-36905642-9
NR3187--MA0511.2.RUNX2	chr17	7147972	7147980	+	0.000	0.000	Merged-chr17-7148067-30
NR3293--MA0002.2.RUNX1	chr17	37246796	37246806	+	0.000	0.000	Merged-chr17-37246933-26
NR7132--MA0511.2.RUNX2	chr8	46420600	46420608	+	0.000	0.000	Merged-chr8-46420639-16
NR6845--MA0002.2.RUNX1	chr7	112918502	112918512	-	0.000	0.000	Merged-chr7-112918407-20
NR5114--MA0002.2.RUNX1	chr4	34429713	34429723	+	0.000	0.000	Merged-chr4-34429561-69
NR1234--MA0511.2.RUNX2	chr11	54153015	54153023	-	0.000	0.000	Merged-chr11-54152969-5
NR1406--MA0002.2.RUNX1	chr11	108334346	108334356	-	0.000	0.000	Merged-chr11-108334513-21
NR3738--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR877--MA0002.2.RUNX1	chr10	70088952	70088962	+	0.000	0.000	Merged-chr10-70089041-26
NR5335--MA0511.2.RUNX2	chr4	109274054	109274062	-	0.000	0.000	Merged-chr4-109273984-17
NR3189--MA0002.2.RUNX1	chr17	7164083	7164093	+	0.000	0.000	Merged-chr17-7164154-31
NR747--MA0002.2.RUNX1	chr10	25918386	25918396	+	0.000	0.000	Merged-chr10-25918351-16
NR7657--MA0002.2.RUNX1	chr9	94607589	94607599	-	0.000	0.000	Merged-chr9-94607543-65
NR4852--MA0002.2.RUNX1	chr3	115642817	115642827	+	0.000	0.000	Merged-chr3-115642696-110
NR1160--MA0511.2.RUNX2	chr11	11678985	11678993	-	0.000	0.000	Merged-chr11-11679155-30
NR713--MA0002.2.RUNX1	chr10	20119533	20119543	-	0.000	0.000	Merged-chr10-20119637-31
NR5989--MA0684.1.RUNX3	chr5	140201483	140201492	-	0.000	0.000	Merged-chr5-140201458-20
NR202--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR4430--MA0002.2.RUNX1	chr2	146629277	146629287	+	0.000	0.000	Merged-chr2-146629187-16
NR1327--MA0511.2.RUNX2	chr11	80505309	80505317	+	0.000	0.000	Merged-chr11-80505144-23
NR1228--MA0002.2.RUNX1	chr11	52320597	52320607	+	0.000	0.000	Merged-chr11-52320694-9
NR4172--MA0002.2.RUNX1	chr2	68884653	68884663	+	0.000	0.000	Merged-chr2-68884857-23
NR2924--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR6450--MA0002.2.RUNX1	chr6	136493691	136493701	+	0.000	0.000	Merged-chr6-136493676-34
NR4021--MA0002.2.RUNX1	chr2	14711875	14711885	+	0.000	0.000	Merged-chr2-14711970-14
NR134--MA0002.2.RUNX1	chr1	55630383	55630393	+	0.000	0.000	Merged-chr1-55630357-14
NR7187--MA0002.2.RUNX1	chr8	70160137	70160147	+	0.000	0.000	Merged-chr8-70160118-32
NR1328--MA0684.1.RUNX3	chr11	80505309	80505318	+	0.000	0.000	Merged-chr11-80505144-23
NR2592--MA0684.1.RUNX3	chr15	18951818	18951827	-	0.000	0.000	Merged-chr15-18951851-25
NR7679--MA0511.2.RUNX2	chr9	96953706	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR2638--MA0002.2.RUNX1	chr15	38535574	38535584	-	0.000	0.000	Merged-chr15-38535554-39
NR6054--MA0002.2.RUNX1	chr6	6189145	6189155	-	0.000	0.000	Merged-chr6-6189088-9
NR4902--MA0684.1.RUNX3	chr3	126825182	126825191	+	0.000	0.000	Merged-chr3-126825034-19
NR823--MA0511.2.RUNX2	chr10	58480391	58480399	+	0.000	0.000	Merged-chr10-58480234-23
NR1982--MA0684.1.RUNX3	chr13	65070185	65070194	-	0.000	0.000	Merged-chr13-65070187-24
NR2597--MA0684.1.RUNX3	chr15	27668287	27668296	-	0.000	0.000	Merged-chr15-27668249-55
NR4061--MA0002.2.RUNX1	chr2	29453882	29453892	+	0.000	0.000	Merged-chr2-29453953-15
NR6677--MA0684.1.RUNX3	chr7	67911936	67911945	+	0.000	0.000	Merged-chr7-67912081-16
NR5946--MA0002.2.RUNX1	chr5	129524742	129524752	-	0.000	0.000	Merged-chr5-129524684-34
NR5532--MA0002.2.RUNX1	chr4	154935888	154935898	-	0.000	0.000	Merged-chr4-154936025-18
