#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR2097--MA0740.1.KLF14	chr1	135766474	135766487	-	0.000	0.000	Merged-chr1-135766283-55
NR22932--MA1107.1.KLF9	chr17	29193473	29193485	+	0.000	0.000	Merged-chr17-29193494-23
NR23592--MA1107.1.KLF9	chr17	47171153	47171165	-	0.000	0.000	Merged-chr17-47171280-54
NR8806--MA0741.1.KLF16	chr11	72963735	72963745	-	0.000	0.000	Merged-chr11-72963811-9
NR35563--MA0742.1.Klf12	chr3	148419630	148419644	-	0.000	0.000	Merged-chr3-148419698-33
NR15332--MA0741.1.KLF16	chr13	111634786	111634796	+	0.000	0.000	Merged-chr13-111634662-22
NR26084--MA0599.1.KLF5	chr18	75322373	75322382	+	0.000	0.000	Merged-chr18-75322404-42
NR3826--MA0740.1.KLF14	chr1	191098369	191098382	-	0.000	0.000	Merged-chr1-191098452-17
NR51921--MA0742.1.Klf12	chr8	34652091	34652105	+	0.000	0.000	Merged-chr8-34651925-47
NR26177--MA1107.1.KLF9	chr18	77743802	77743814	-	0.000	0.000	Merged-chr18-77743762-23
NR54747--MA0493.1.Klf1	chr9	32740969	32740979	+	0.000	0.000	Merged-chr9-32741073-58
NR21072--MA0742.1.Klf12	chr16	48594801	48594815	-	0.000	0.000	Merged-chr16-48594719-53
NR29518--MA0039.3.KLF4	chr2	59513731	59513741	-	0.000	0.000	Merged-chr2-59513816-12
NR21077--MA1107.1.KLF9	chr16	48594803	48594815	-	0.000	0.000	Merged-chr16-48594719-53
NR39259--MA0599.1.KLF5	chr4	145342060	145342069	+	0.000	0.000	Merged-chr4-145342099-62
NR18537--MA1107.1.KLF9	chr15	59707937	59707949	+	0.000	0.000	Merged-chr15-59707926-13
NR23597--MA1107.1.KLF9	chr17	47171163	47171175	-	0.000	0.000	Merged-chr17-47171280-54
NR42648--MA0039.3.KLF4	chr5	125016636	125016646	+	0.000	0.000	Merged-chr5-125016719-26
NR47305--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR8548--MA0493.1.Klf1	chr11	68464329	68464339	-	0.000	0.000	Merged-chr11-68464408-16
NR35565--MA0039.3.KLF4	chr3	148419632	148419642	-	0.000	0.000	Merged-chr3-148419698-33
NR46284--MA0599.1.KLF5	chr6	120206738	120206747	+	0.000	0.000	Merged-chr6-120206801-39
NR21736--MA0493.1.Klf1	chr16	91533526	91533536	+	0.000	0.000	Merged-chr16-91533689-95
NR50429--MA0599.1.KLF5	chr7	125186708	125186717	-	0.000	0.000	Merged-chr7-125186656-23
NR46817--MA0599.1.KLF5	chr6	134348665	134348674	-	0.000	0.000	Merged-chr6-134348726-53
NR15993--MA1107.1.KLF9	chr14	32716953	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR37899--MA0599.1.KLF5	chr4	118449900	118449909	+	0.000	0.000	Merged-chr4-118449765-23
NR50154--MA0741.1.KLF16	chr7	113572963	113572973	-	0.000	0.000	Merged-chr7-113573033-33
NR28282--MA0493.1.Klf1	chr2	7254633	7254643	-	0.000	0.000	Merged-chr2-7254714-17
NR45090--MA0039.3.KLF4	chr6	71831704	71831714	-	0.000	0.000	Merged-chr6-71831897-1
NR6771--MA1107.1.KLF9	chr10	118766023	118766035	-	0.000	0.000	Merged-chr10-118766153-45
NR28281--MA0039.3.KLF4	chr2	7254631	7254641	-	0.000	0.000	Merged-chr2-7254714-17
NR25810--MA0599.1.KLF5	chr18	67255708	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR55210--MA0039.3.KLF4	chr9	55410577	55410587	+	0.000	0.000	Merged-chr9-55410514-19
NR12720--MA0493.1.Klf1	chr12	106016401	106016411	-	0.000	0.000	Merged-chr12-106016418-37
NR16136--MA0741.1.KLF16	chr14	46578489	46578499	-	0.000	0.000	Merged-chr14-46578431-37
