#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR10744--MA0089.1.MAFG::NFE2L1	chr9	107280810	107280815	-	0.000	0.000	Merged-chr9-107280639-112
NR8714--MA0496.2.MAFK	chr6	49161927	49161945	-	0.000	0.000	Merged-chr6-49161850-8
NR10082--MA0591.1.Bach1::Mafk	chr8	86773174	86773188	+	0.000	0.000	Merged-chr8-86773052-11
NR5345--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR1390--MA0495.2.MAFF	chr10	96357117	96357137	+	0.000	0.000	Merged-chr10-96357351-35
NR2428--MA0117.2.Mafb	chr12	79692249	79692260	-	0.000	0.000	Merged-chr12-79692424-46
NR8893--MA0591.1.Bach1::Mafk	chr6	86847918	86847932	-	0.000	0.000	Merged-chr6-86847960-16
NR10151--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR2038--MA0591.1.Bach1::Mafk	chr11	105093095	105093109	-	0.000	0.000	Merged-chr11-105093103-10
NR1528--MA0089.1.MAFG::NFE2L1	chr10	119031225	119031230	+	0.000	0.000	Merged-chr10-119031155-35
NR5243--MA0089.1.MAFG::NFE2L1	chr18	67248868	67248873	-	0.000	0.000	Merged-chr18-67248991-53
NR4529--MA0089.1.MAFG::NFE2L1	chr16	93746679	93746684	-	0.000	0.000	Merged-chr16-93746709-33
NR1368--MA0495.2.MAFF	chr10	93442283	93442303	+	0.000	0.000	Merged-chr10-93442339-20
NR3753--MA0496.2.MAFK	chr15	34390210	34390228	-	0.000	0.000	Merged-chr15-34390161-14
NR10171--MA0117.2.Mafb	chr8	111955336	111955347	-	0.000	0.000	Merged-chr8-111955328-48
NR2492--MA0591.1.Bach1::Mafk	chr12	90576280	90576294	+	0.000	0.000	Merged-chr12-90576423-51
NR3125--MA0591.1.Bach1::Mafk	chr13	101533081	101533095	+	0.000	0.000	Merged-chr13-101533206-46
NR6272--MA0089.1.MAFG::NFE2L1	chr2	125735600	125735605	-	0.000	0.000	Merged-chr2-125735684-57
NR9525--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR1726--MA0501.1.MAF::NFE2	chr11	46454724	46454738	-	0.000	0.000	Merged-chr11-46454823-30
NR9681--MA0591.1.Bach1::Mafk	chr7	115311006	115311020	-	0.000	0.000	Merged-chr7-115311049-7
