#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR4985--MA0002.2.RUNX1	chr3	135325137	135325147	+	0.000	0.000	Merged-chr3-135324961-25
NR723--MA0684.1.RUNX3	chr10	26562869	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR1355--MA0684.1.RUNX3	chr11	85324192	85324201	-	0.000	0.000	Merged-chr11-85324179-42
NR7612--MA0684.1.RUNX3	chr9	89842670	89842679	+	0.000	0.000	Merged-chr9-89842601-13
NR5055--MA0684.1.RUNX3	chr3	148844474	148844483	+	0.000	0.000	Merged-chr3-148844306-23
NR3646--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR894--MA0002.2.RUNX1	chr10	86795037	86795047	+	0.000	0.000	Merged-chr10-86794881-42
NR5495--MA0511.2.RUNX2	chr4	148509654	148509662	+	0.000	0.000	Merged-chr4-148509676-49
NR512--MA0002.2.RUNX1	chr1	172197312	172197322	+	0.000	0.000	Merged-chr1-172197316-25
NR982--MA0002.2.RUNX1	chr10	116914010	116914020	-	0.000	0.000	Merged-chr10-116914032-56
NR6182--MA0002.2.RUNX1	chr6	82640380	82640390	-	0.000	0.000	Merged-chr6-82640375-11
NR220--MA0002.2.RUNX1	chr1	80855239	80855249	+	0.000	0.000	Merged-chr1-80855392-26
NR620--MA0684.1.RUNX3	chr10	4357605	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR4904--MA0511.2.RUNX2	chr3	116200195	116200203	-	0.000	0.000	Merged-chr3-116200281-40
NR5497--MA0002.2.RUNX1	chr4	148509631	148509641	+	0.000	0.000	Merged-chr4-148509676-49
NR7034--MA0002.2.RUNX1	chr8	41334317	41334327	+	0.000	0.000	Merged-chr8-41334366-24
NR7037--MA0511.2.RUNX2	chr8	46420600	46420608	+	0.000	0.000	Merged-chr8-46420639-16
NR6832--MA0684.1.RUNX3	chr7	123327074	123327083	-	0.000	0.000	Merged-chr7-123327122-14
NR722--MA0002.2.RUNX1	chr10	26562868	26562878	+	0.000	0.000	Merged-chr10-26563078-18
NR735--MA0002.2.RUNX1	chr10	37207075	37207085	+	0.000	0.000	Merged-chr10-37207171-14
NR2812--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR2607--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR4982--MA0684.1.RUNX3	chr3	133563767	133563776	-	0.000	0.000	Merged-chr3-133563771-42
NR794--MA0511.2.RUNX2	chr10	58480391	58480399	+	0.000	0.000	Merged-chr10-58480234-23
NR7518--MA0511.2.RUNX2	chr9	61755473	61755481	-	0.000	0.000	Merged-chr9-61755536-8
NR4486--MA0002.2.RUNX1	chr2	135863179	135863189	+	0.000	0.000	Merged-chr2-135863064-49
NR6993--MA0511.2.RUNX2	chr8	25779991	25779999	+	0.000	0.000	Merged-chr8-25780082-13
NR476--MA0684.1.RUNX3	chr1	165075973	165075982	+	0.000	0.000	Merged-chr1-165075837-38
NR5023--MA0511.2.RUNX2	chr3	144232151	144232159	-	0.000	0.000	Merged-chr3-144232172-58
NR4564--MA0511.2.RUNX2	chr2	163299177	163299185	+	0.000	0.000	Merged-chr2-163299110-16
NR2122--MA0511.2.RUNX2	chr13	89889237	89889245	+	0.000	0.000	Merged-chr13-89889254-28
NR2132--MA0002.2.RUNX1	chr13	91178712	91178722	-	0.000	0.000	Merged-chr13-91178743-26
NR2959--MA0684.1.RUNX3	chr16	22526577	22526586	-	0.000	0.000	Merged-chr16-22526487-34
NR7519--MA0684.1.RUNX3	chr9	61755472	61755481	-	0.000	0.000	Merged-chr9-61755536-8
NR744--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR2904--MA0684.1.RUNX3	chr16	8455365	8455374	+	0.000	0.000	Merged-chr16-8455328-28
NR3218--MA0511.2.RUNX2	chr17	7147972	7147980	+	0.000	0.000	Merged-chr17-7148067-30
NR6857--MA0002.2.RUNX1	chr7	127922867	127922877	-	0.000	0.000	Merged-chr7-127922827-35
NR4305--MA0684.1.RUNX3	chr2	84582458	84582467	-	0.000	0.000	Merged-chr2-84582461-28
NR4984--MA0511.2.RUNX2	chr3	135325139	135325147	-	0.000	0.000	Merged-chr3-135324961-25
NR619--MA0511.2.RUNX2	chr10	4357606	4357614	-	0.000	0.000	Merged-chr10-4357640-28
NR126--MA0684.1.RUNX3	chr1	55630384	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR205--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR2617--MA0684.1.RUNX3	chr15	25828625	25828634	-	0.000	0.000	Merged-chr15-25828667-44
NR5640--MA0511.2.RUNX2	chr5	33125367	33125375	-	0.000	0.000	Merged-chr5-33125438-11
NR2719--MA0002.2.RUNX1	chr15	57878434	57878444	-	0.000	0.000	Merged-chr15-57878528-32
NR6788--MA0002.2.RUNX1	chr7	112918451	112918461	-	0.000	0.000	Merged-chr7-112918407-20
NR3860--MA0684.1.RUNX3	chr19	21104865	21104874	-	0.000	0.000	Merged-chr19-21104768-51
NR3906--MA0002.2.RUNX1	chr19	32496494	32496504	+	0.000	0.000	Merged-chr19-32496642-11
NR2272--MA0684.1.RUNX3	chr14	7832239	7832248	+	0.000	0.000	Merged-chr14-7832137-26
NR5533--MA0002.2.RUNX1	chr4	154936711	154936721	-	0.000	0.000	Merged-chr4-154936813-27
NR6181--MA0511.2.RUNX2	chr6	82640380	82640388	+	0.000	0.000	Merged-chr6-82640375-11
NR3743--MA0684.1.RUNX3	chr18	79297926	79297935	+	0.000	0.000	Merged-chr18-79298014-36
NR5493--MA0002.2.RUNX1	chr4	148487691	148487701	-	0.000	0.000	Merged-chr4-148487604-13
NR3465--MA0002.2.RUNX1	chr17	73247168	73247178	-	0.000	0.000	Merged-chr17-73247076-30
NR4162--MA0684.1.RUNX3	chr2	53668717	53668726	+	0.000	0.000	Merged-chr2-53668715-25
NR1403--MA0002.2.RUNX1	chr11	98526986	98526996	+	0.000	0.000	Merged-chr11-98527120-13
NR3173--MA0002.2.RUNX1	chr16	92995402	92995412	+	0.000	0.000	Merged-chr16-92995449-20
NR145--MA0684.1.RUNX3	chr1	61046401	61046410	-	0.000	0.000	Merged-chr1-61046287-60
NR1668--MA0002.2.RUNX1	chr12	71294802	71294812	+	0.000	0.000	Merged-chr12-71294636-41
NR1353--MA0511.2.RUNX2	chr11	85324193	85324201	-	0.000	0.000	Merged-chr11-85324179-42
NR2606--MA0511.2.RUNX2	chr15	18951819	18951827	-	0.000	0.000	Merged-chr15-18951851-25
NR4485--MA0511.2.RUNX2	chr2	135863181	135863189	-	0.000	0.000	Merged-chr2-135863064-49
NR5050--MA0002.2.RUNX1	chr3	147429114	147429124	-	0.000	0.000	Merged-chr3-147429009-9
NR3644--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
