#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR1673--MA0511.2.RUNX2	chr11	117872115	117872123	-	0.000	0.000	Merged-chr11-117872185-83
NR5314--MA0002.2.RUNX1	chr3	10151849	10151859	+	0.000	0.000	Merged-chr3-10151750-17
NR7789--MA0684.1.RUNX3	chr7	110824212	110824221	+	0.000	0.000	Merged-chr7-110824322-44
NR650--MA0002.2.RUNX1	chr1	192510654	192510664	-	0.000	0.000	Merged-chr1-192510804-31
NR5883--MA0511.2.RUNX2	chr4	55343348	55343356	+	0.000	0.000	Merged-chr4-55343422-62
NR3904--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
NR1748--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR5294--MA0684.1.RUNX3	chr2	181484141	181484150	-	0.000	0.000	Merged-chr2-181483913-67
NR3389--MA0002.2.RUNX1	chr16	24539149	24539159	+	0.000	0.000	Merged-chr16-24539202-40
NR3345--MA0511.2.RUNX2	chr16	17695011	17695019	-	0.000	0.000	Merged-chr16-17695007-34
NR3646--MA0684.1.RUNX3	chr17	5748187	5748196	+	0.000	0.000	Merged-chr17-5748141-46
NR5147--MA0511.2.RUNX2	chr2	158133242	158133250	-	0.000	0.000	Merged-chr2-158133215-37
NR3467--MA0511.2.RUNX2	chr16	48594584	48594592	+	0.000	0.000	Merged-chr16-48594719-53
NR1121--MA0511.2.RUNX2	chr10	119031033	119031041	-	0.000	0.000	Merged-chr10-119031155-35
NR7599--MA0002.2.RUNX1	chr7	75596204	75596214	+	0.000	0.000	Merged-chr7-75596193-49
NR1469--MA0684.1.RUNX3	chr11	83550393	83550402	+	0.000	0.000	Merged-chr11-83550444-44
NR6854--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR4303--MA0002.2.RUNX1	chr18	83465305	83465315	+	0.000	0.000	Merged-chr18-83465273-18
NR6791--MA0511.2.RUNX2	chr5	134444618	134444626	-	0.000	0.000	Merged-chr5-134444752-37
NR750--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR5123--MA0002.2.RUNX1	chr2	152906976	152906986	+	0.000	0.000	Merged-chr2-152906761-58
NR2590--MA0684.1.RUNX3	chr14	12243740	12243749	+	0.000	0.000	Merged-chr14-12243878-61
NR1243--MA0511.2.RUNX2	chr11	24132043	24132051	+	0.000	0.000	Merged-chr11-24132084-32
NR5126--MA0511.2.RUNX2	chr2	153336331	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR1100--MA0511.2.RUNX2	chr10	117652226	117652234	+	0.000	0.000	Merged-chr10-117652105-48
NR7107--MA0684.1.RUNX3	chr6	94646634	94646643	+	0.000	0.000	Merged-chr6-94646597-32
NR3826--MA0511.2.RUNX2	chr17	45703419	45703427	+	0.000	0.000	Merged-chr17-45703436-19
NR2583--MA0002.2.RUNX1	chr13	119681333	119681343	+	0.000	0.000	Merged-chr13-119681376-28
NR376--MA0002.2.RUNX1	chr1	138952394	138952404	-	0.000	0.000	Merged-chr1-138952405-35
NR918--MA0002.2.RUNX1	chr10	77367163	77367173	-	0.000	0.000	Merged-chr10-77367193-51
NR4372--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR6575--MA0002.2.RUNX1	chr5	92327538	92327548	-	0.000	0.000	Merged-chr5-92327493-24
NR2182--MA0002.2.RUNX1	chr13	30682008	30682018	+	0.000	0.000	Merged-chr13-30682181-38
NR4590--MA0002.2.RUNX1	chr19	57055914	57055924	-	0.000	0.000	Merged-chr19-57055875-36
NR4656--MA0002.2.RUNX1	chr2	11657765	11657775	+	0.000	0.000	Merged-chr2-11657779-45
NR8350--MA0684.1.RUNX3	chr8	127500373	127500382	-	0.000	0.000	Merged-chr8-127500234-70
NR1679--MA0684.1.RUNX3	chr11	118232513	118232522	+	0.000	0.000	Merged-chr11-118232579-51
NR2836--MA0511.2.RUNX2	chr14	101480705	101480713	+	0.000	0.000	Merged-chr14-101480860-35
NR4403--MA0684.1.RUNX3	chr19	21771765	21771774	+	0.000	0.000	Merged-chr19-21771815-24
NR6792--MA0684.1.RUNX3	chr5	134444617	134444626	-	0.000	0.000	Merged-chr5-134444752-37
NR3209--MA0002.2.RUNX1	chr15	92134396	92134406	-	0.000	0.000	Merged-chr15-92134460-52
NR6715--MA0684.1.RUNX3	chr5	115693470	115693479	+	0.000	0.000	Merged-chr5-115693567-32
NR7787--MA0684.1.RUNX3	chr7	110796769	110796778	-	0.000	0.000	Merged-chr7-110796753-46
NR714--MA0002.2.RUNX1	chr10	18193251	18193261	-	0.000	0.000	Merged-chr10-18193414-42
NR238--MA0002.2.RUNX1	chr1	88587508	88587518	-	0.000	0.000	Merged-chr1-88587471-60
NR572--MA0684.1.RUNX3	chr1	179578841	179578850	+	0.000	0.000	Merged-chr1-179578897-31
NR966--MA0002.2.RUNX1	chr10	84897547	84897557	-	0.000	0.000	Merged-chr10-84897526-62
NR651--MA0511.2.RUNX2	chr1	192510749	192510757	+	0.000	0.000	Merged-chr1-192510804-31
NR6817--MA0002.2.RUNX1	chr5	139300569	139300579	-	0.000	0.000	Merged-chr5-139300628-14
NR8543--MA0511.2.RUNX2	chr9	69304796	69304804	-	0.000	0.000	Merged-chr9-69304651-50
NR4041--MA0511.2.RUNX2	chr18	6106732	6106740	+	0.000	0.000	Merged-chr18-6106813-28
NR4150--MA0511.2.RUNX2	chr18	56547183	56547191	-	0.000	0.000	Merged-chr18-56547142-34
NR8665--MA0511.2.RUNX2	chr9	101249836	101249844	-	0.000	0.000	Merged-chr9-101249791-43
NR216--MA0684.1.RUNX3	chr1	82429166	82429175	-	0.000	0.000	Merged-chr1-82429225-23
NR8152--MA0002.2.RUNX1	chr8	83086764	83086774	+	0.000	0.000	Merged-chr8-83086902-25
NR4553--MA0002.2.RUNX1	chr19	55769090	55769100	+	0.000	0.000	Merged-chr19-55769048-40
NR4043--MA0002.2.RUNX1	chr18	6106732	6106742	-	0.000	0.000	Merged-chr18-6106813-28
NR8131--MA0002.2.RUNX1	chr8	77292723	77292733	+	0.000	0.000	Merged-chr8-77292720-71
NR6246--MA0002.2.RUNX1	chr4	148683727	148683737	+	0.000	0.000	Merged-chr4-148683681-71
NR4837--MA0002.2.RUNX1	chr2	72283020	72283030	-	0.000	0.000	Merged-chr2-72282934-17
NR2938--MA0684.1.RUNX3	chr15	12606557	12606566	+	0.000	0.000	Merged-chr15-12606518-21
NR6311--MA0511.2.RUNX2	chr5	8075408	8075416	+	0.000	0.000	Merged-chr5-8075370-38
NR8287--MA0002.2.RUNX1	chr8	119948632	119948642	+	0.000	0.000	Merged-chr8-119948606-34
NR8829--MA0002.2.RUNX1	chrX	37141939	37141949	+	0.000	0.000	Merged-chrX-37141960-22
NR6878--MA0002.2.RUNX1	chr6	8712113	8712123	+	0.000	0.000	Merged-chr6-8712206-28
NR2584--MA0511.2.RUNX2	chr13	119681443	119681451	+	0.000	0.000	Merged-chr13-119681376-28
NR6714--MA0002.2.RUNX1	chr5	115693470	115693480	-	0.000	0.000	Merged-chr5-115693567-32
