#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR8602--MA0496.2.MAFK	chr8	127973400	127973418	-	0.000	0.000	Merged-chr8-127973425-20
NR4820--MA0496.2.MAFK	chr2	31082798	31082816	-	0.000	0.000	Merged-chr2-31082849-41
NR8333--MA0089.1.MAFG::NFE2L1	chr8	68218573	68218578	+	0.000	0.000	Merged-chr8-68218689-19
NR5454--MA0501.1.MAF::NFE2	chr2	167363332	167363346	+	0.000	0.000	Merged-chr2-167363421-42
NR6274--MA0089.1.MAFG::NFE2L1	chr4	89178073	89178078	+	0.000	0.000	Merged-chr4-89178152-23
NR6333--MA0496.2.MAFK	chr4	108350027	108350045	+	0.000	0.000	Merged-chr4-108350117-42
NR543--MA0089.1.MAFG::NFE2L1	chr1	172290409	172290414	-	0.000	0.000	Merged-chr1-172290126-34
NR6357--MA0591.1.Bach1::Mafk	chr4	116676210	116676224	-	0.000	0.000	Merged-chr4-116676285-17
NR6358--MA0659.1.MAFG	chr4	116676207	116676227	+	0.000	0.000	Merged-chr4-116676285-17
NR5504--MA0501.1.MAF::NFE2	chr2	174437971	174437985	+	0.000	0.000	Merged-chr2-174437863-15
NR1615--MA0089.1.MAFG::NFE2L1	chr11	106165392	106165397	-	0.000	0.000	Merged-chr11-106165537-24
NR944--MA0501.1.MAF::NFE2	chr10	78114942	78114956	-	0.000	0.000	Merged-chr10-78115092-14
NR5398--MA0659.1.MAFG	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR7309--MA0117.2.Mafb	chr6	58880990	58881001	+	0.000	0.000	Merged-chr6-58880983-47
NR3673--MA0495.2.MAFF	chr16	91366658	91366678	+	0.000	0.000	Merged-chr16-91366873-55
NR1992--MA0089.1.MAFG::NFE2L1	chr12	99572083	99572088	+	0.000	0.000	Merged-chr12-99572243-31
NR2218--MA0117.2.Mafb	chr13	36513353	36513364	-	0.000	0.000	Merged-chr13-36513295-29
NR5961--MA0501.1.MAF::NFE2	chr3	135527911	135527925	-	0.000	0.000	Merged-chr3-135527896-22
NR4816--MA0089.1.MAFG::NFE2L1	chr2	31082814	31082819	+	0.000	0.000	Merged-chr2-31082849-41
NR4918--MA0591.1.Bach1::Mafk	chr2	60328783	60328797	-	0.000	0.000	Merged-chr2-60328757-33
NR5745--MA0089.1.MAFG::NFE2L1	chr3	86837517	86837522	+	0.000	0.000	Merged-chr3-86837478-31
NR3241--MA0117.2.Mafb	chr15	81308188	81308199	+	0.000	0.000	Merged-chr15-81308219-24
NR1726--MA0089.1.MAFG::NFE2L1	chr12	3846299	3846304	-	0.000	0.000	Merged-chr12-3846265-11
NR6585--MA0089.1.MAFG::NFE2L1	chr5	10245992	10245997	-	0.000	0.000	Merged-chr5-10245943-14
NR6961--MA0089.1.MAFG::NFE2L1	chr5	118271801	118271806	-	0.000	0.000	Merged-chr5-118271976-24
NR6106--MA0089.1.MAFG::NFE2L1	chr4	11897979	11897984	+	0.000	0.000	Merged-chr4-11898009-1
NR5885--MA0495.2.MAFF	chr3	116434928	116434948	-	0.000	0.000	Merged-chr3-116434903-21
NR7963--MA0591.1.Bach1::Mafk	chr7	90007387	90007401	+	0.000	0.000	Merged-chr7-90007418-46
NR4510--MA0089.1.MAFG::NFE2L1	chr19	21785914	21785919	-	0.000	0.000	Merged-chr19-21785964-7
NR2915--MA0496.2.MAFK	chr14	103850700	103850718	+	0.000	0.000	Merged-chr14-103850623-36
NR6729--MA0495.2.MAFF	chr5	66105634	66105654	-	0.000	0.000	Merged-chr5-66105655-12
NR6785--MA0501.1.MAF::NFE2	chr5	91974293	91974307	+	0.000	0.000	Merged-chr5-91974270-18
NR3388--MA0591.1.Bach1::Mafk	chr16	13845233	13845247	+	0.000	0.000	Merged-chr16-13845150-21
NR8742--MA0089.1.MAFG::NFE2L1	chr9	54642838	54642843	+	0.000	0.000	Merged-chr9-54642751-52
NR4302--MA0591.1.Bach1::Mafk	chr18	65107240	65107254	-	0.000	0.000	Merged-chr18-65107334-45
NR3961--MA0495.2.MAFF	chr17	50470625	50470645	-	0.000	0.000	Merged-chr17-50470429-100
NR2577--MA0089.1.MAFG::NFE2L1	chr13	113582673	113582678	+	0.000	0.000	Merged-chr13-113582717-5
NR3963--MA0659.1.MAFG	chr17	50470625	50470645	+	0.000	0.000	Merged-chr17-50470429-100
NR3680--MA0089.1.MAFG::NFE2L1	chr16	91562243	91562248	+	0.000	0.000	Merged-chr16-91562152-19
NR1745--MA0501.1.MAF::NFE2	chr12	12278422	12278436	-	0.000	0.000	Merged-chr12-12278395-37
NR4393--MA0495.2.MAFF	chr18	80684420	80684440	+	0.000	0.000	Merged-chr18-80684566-45
NR2220--MA0591.1.Bach1::Mafk	chr13	37403908	37403922	-	0.000	0.000	Merged-chr13-37403815-12
NR4835--MA0501.1.MAF::NFE2	chr2	34198749	34198763	+	0.000	0.000	Merged-chr2-34198771-20
NR8928--MA0501.1.MAF::NFE2	chr9	96740568	96740582	+	0.000	0.000	Merged-chr9-96740764-95
NR5779--MA0501.1.MAF::NFE2	chr3	94380006	94380020	-	0.000	0.000	Merged-chr3-94379948-32
NR8362--MA0089.1.MAFG::NFE2L1	chr8	71587200	71587205	-	0.000	0.000	Merged-chr8-71587200-14
NR7302--MA0591.1.Bach1::Mafk	chr6	56879661	56879675	+	0.000	0.000	Merged-chr6-56879700-29
NR1051--MA0591.1.Bach1::Mafk	chr10	96599773	96599787	-	0.000	0.000	Merged-chr10-96599778-54
NR2006--MA0591.1.Bach1::Mafk	chr12	102295531	102295545	-	0.000	0.000	Merged-chr12-102295418-60
NR1419--MA0496.2.MAFK	chr11	72491355	72491373	-	0.000	0.000	Merged-chr11-72491322-16
NR6332--MA0501.1.MAF::NFE2	chr4	108350026	108350040	-	0.000	0.000	Merged-chr4-108350117-42
NR559--MA0495.2.MAFF	chr1	176826213	176826233	+	0.000	0.000	Merged-chr1-176826270-1
NR4530--MA0089.1.MAFG::NFE2L1	chr19	32935826	32935831	-	0.000	0.000	Merged-chr19-32935830-20
NR7692--MA0591.1.Bach1::Mafk	chr6	144689199	144689213	-	0.000	0.000	Merged-chr6-144689209-25
NR8488--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR2396--MA0591.1.Bach1::Mafk	chr13	75844209	75844223	+	0.000	0.000	Merged-chr13-75844274-45
NR7833--MA0089.1.MAFG::NFE2L1	chr7	43392471	43392476	+	0.000	0.000	Merged-chr7-43392659-21
NR1923--MA0117.2.Mafb	chr12	79692249	79692260	-	0.000	0.000	Merged-chr12-79692424-46
NR7408--MA0496.2.MAFK	chr6	87436969	87436987	-	0.000	0.000	Merged-chr6-87436992-13
NR1035--MA0495.2.MAFF	chr10	95998262	95998282	-	0.000	0.000	Merged-chr10-95998321-17
NR2005--MA0089.1.MAFG::NFE2L1	chr12	102295326	102295331	+	0.000	0.000	Merged-chr12-102295418-60
NR1551--MA0501.1.MAF::NFE2	chr11	94260051	94260065	+	0.000	0.000	Merged-chr11-94260056-24
NR4819--MA0496.2.MAFK	chr2	31082798	31082816	+	0.000	0.000	Merged-chr2-31082849-41
NR8424--MA0117.2.Mafb	chr8	86773180	86773191	-	0.000	0.000	Merged-chr8-86773052-11
NR8399--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR5717--MA0495.2.MAFF	chr3	84022836	84022856	+	0.000	0.000	Merged-chr3-84022944-34
NR3859--MA0496.2.MAFK	chr17	28590796	28590814	+	0.000	0.000	Merged-chr17-28590948-24
NR1505--MA0501.1.MAF::NFE2	chr11	83787529	83787543	+	0.000	0.000	Merged-chr11-83787669-12
NR6360--MA0501.1.MAF::NFE2	chr4	116676213	116676227	+	0.000	0.000	Merged-chr4-116676285-17
NR494--MA0089.1.MAFG::NFE2L1	chr1	165730219	165730224	+	0.000	0.000	Merged-chr1-165730262-25
NR6700--MA0089.1.MAFG::NFE2L1	chr5	43824756	43824761	-	0.000	0.000	Merged-chr5-43824623-50
NR8182--MA0089.1.MAFG::NFE2L1	chr7	140981896	140981901	+	0.000	0.000	Merged-chr7-140982058-21
NR5396--MA0591.1.Bach1::Mafk	chr2	160658030	160658044	-	0.000	0.000	Merged-chr2-160657923-30
NR1742--MA0591.1.Bach1::Mafk	chr12	12278425	12278439	-	0.000	0.000	Merged-chr12-12278395-37
NR2221--MA0501.1.MAF::NFE2	chr13	37403905	37403919	-	0.000	0.000	Merged-chr13-37403815-12
NR5438--MA0591.1.Bach1::Mafk	chr2	166523984	166523998	-	0.000	0.000	Merged-chr2-166523874-1
NR8048--MA0501.1.MAF::NFE2	chr7	112130767	112130781	+	0.000	0.000	Merged-chr7-112130852-17
NR936--MA0495.2.MAFF	chr10	77531823	77531843	+	0.000	0.000	Merged-chr10-77531961-9
NR7789--MA0501.1.MAF::NFE2	chr7	24450797	24450811	+	0.000	0.000	Merged-chr7-24450719-31
NR2712--MA0495.2.MAFF	chr14	56262266	56262286	-	0.000	0.000	Merged-chr14-56262328-32
NR7908--MA0117.2.Mafb	chr7	74698040	74698051	+	0.000	0.000	Merged-chr7-74698017-54
