#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR2648--MA0766.1.GATA5	chr2	29689675	29689682	+	0.000	0.000	Merged-chr2-29689675-19
NR493--MA1104.1.GATA6	chr10	79417357	79417369	-	0.000	0.000	Merged-chr10-79417442-89
NR856--MA0482.1.Gata4	chr11	104661608	104661618	+	0.000	0.000	Merged-chr11-104661475-50
NR3559--MA0035.3.Gata1	chr5	8374461	8374471	-	0.000	0.000	Merged-chr5-8374526-17
NR2351--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR192--MA0766.1.GATA5	chr1	127233542	127233549	+	0.000	0.000	Merged-chr1-127233373-50
NR756--MA1104.1.GATA6	chr11	67048901	67048913	+	0.000	0.000	Merged-chr11-67048792-34
NR3687--MA0037.3.GATA3	chr5	89044954	89044961	+	0.000	0.000	Merged-chr5-89044916-44
NR4571--MA0036.3.GATA2	chr8	34398055	34398065	+	0.000	0.000	Merged-chr8-34397971-66
NR432--MA0036.3.GATA2	chr10	39991287	39991297	+	0.000	0.000	Merged-chr10-39991173-41
NR4746--MA0036.3.GATA2	chr8	128530707	128530717	-	0.000	0.000	Merged-chr8-128530780-6
NR4052--MA0140.2.GATA1::TAL1	chr6	99309688	99309705	-	0.000	0.000	Merged-chr6-99309583-50
NR2699--MA0036.3.GATA2	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR4507--MA0036.3.GATA2	chr7	132765248	132765258	-	0.000	0.000	Merged-chr7-132765248-56
NR678--MA0482.1.Gata4	chr10	130344126	130344136	+	0.000	0.000	Merged-chr10-130344274-29
NR2484--MA0482.1.Gata4	chr19	32454886	32454896	+	0.000	0.000	Merged-chr19-32455050-22
NR2365--MA0035.3.Gata1	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR2131--MA0766.1.GATA5	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR60--MA0037.3.GATA3	chr1	58311564	58311571	-	0.000	0.000	Merged-chr1-58311498-34
NR4011--MA0035.3.Gata1	chr6	56920860	56920870	-	0.000	0.000	Merged-chr6-56920884-5
NR2649--MA0035.3.Gata1	chr2	29689673	29689683	-	0.000	0.000	Merged-chr2-29689675-19
NR2487--MA0035.3.Gata1	chr19	32454885	32454895	+	0.000	0.000	Merged-chr19-32455050-22
NR2524--MA0766.1.GATA5	chr19	40267569	40267576	-	0.000	0.000	Merged-chr19-40267576-38
NR1673--MA0037.3.GATA3	chr15	62240282	62240289	+	0.000	0.000	Merged-chr15-62240202-33
NR4683--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR4427--MA0482.1.Gata4	chr7	113572975	113572985	-	0.000	0.000	Merged-chr7-113573033-33
NR1782--MA0037.3.GATA3	chr15	96827789	96827796	+	0.000	0.000	Merged-chr15-96827730-24
NR3187--MA0482.1.Gata4	chr3	138334346	138334356	+	0.000	0.000	Merged-chr3-138334424-50
NR4013--MA0482.1.Gata4	chr6	61225494	61225504	+	0.000	0.000	Merged-chr6-61225621-10
NR463--MA0140.2.GATA1::TAL1	chr10	66955697	66955714	+	0.000	0.000	Merged-chr10-66955647-19
NR378--MA0482.1.Gata4	chr10	18193419	18193429	-	0.000	0.000	Merged-chr10-18193414-42
NR2363--MA1104.1.GATA6	chr18	75322352	75322364	-	0.000	0.000	Merged-chr18-75322404-42
NR4837--MA1104.1.GATA6	chr9	57647688	57647700	+	0.000	0.000	Merged-chr9-57647746-26
NR4624--MA0482.1.Gata4	chr8	94240436	94240446	+	0.000	0.000	Merged-chr8-94240399-13
NR195--MA0482.1.Gata4	chr1	127349077	127349087	+	0.000	0.000	Merged-chr1-127349004-28
NR2577--MA0482.1.Gata4	chr2	11617067	11617077	+	0.000	0.000	Merged-chr2-11617013-39
NR2485--MA1104.1.GATA6	chr19	32454884	32454896	-	0.000	0.000	Merged-chr19-32455050-22
NR2838--MA0035.3.Gata1	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR1731--MA0766.1.GATA5	chr15	82914622	82914629	+	0.000	0.000	Merged-chr15-82914694-36
NR4712--MA0482.1.Gata4	chr8	123163139	123163149	+	0.000	0.000	Merged-chr8-123163099-40
NR2336--MA0036.3.GATA2	chr18	61479925	61479935	+	0.000	0.000	Merged-chr18-61480035-15
NR554--MA0482.1.Gata4	chr10	93985593	93985603	+	0.000	0.000	Merged-chr10-93985650-27
NR2132--MA0035.3.Gata1	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR4919--MA0036.3.GATA2	chr9	92274724	92274734	-	0.000	0.000	Merged-chr9-92274591-56
NR3188--MA1104.1.GATA6	chr3	138334344	138334356	-	0.000	0.000	Merged-chr3-138334424-50
NR4014--MA1104.1.GATA6	chr6	61225492	61225504	-	0.000	0.000	Merged-chr6-61225621-10
NR567--MA0482.1.Gata4	chr10	96421995	96422005	-	0.000	0.000	Merged-chr10-96421885-30
NR3642--MA0766.1.GATA5	chr5	64371383	64371390	-	0.000	0.000	Merged-chr5-64371502-26
