#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR15951--MA0741.1.KLF16	chr13	109809711	109809721	+	0.000	0.000	Merged-chr13-109809841-14
NR42495--MA0740.1.KLF14	chr5	74704352	74704365	-	0.000	0.000	Merged-chr5-74704453-70
NR291--MA0599.1.KLF5	chr1	35580675	35580684	+	0.000	0.000	Merged-chr1-35580626-34
NR4770--MA0742.1.Klf12	chr10	42934809	42934823	-	0.000	0.000	Merged-chr10-42934777-29
NR51813--MA0493.1.Klf1	chr7	102347594	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR50674--MA0740.1.KLF14	chr7	45916918	45916931	-	0.000	0.000	Merged-chr7-45916816-45
NR35554--MA0741.1.KLF16	chr3	115897932	115897942	+	0.000	0.000	Merged-chr3-115897908-5
NR43747--MA1107.1.KLF9	chr5	118588473	118588485	-	0.000	0.000	Merged-chr5-118588552-7
NR33255--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR15393--MA0493.1.Klf1	chr13	94144784	94144794	-	0.000	0.000	Merged-chr13-94144726-31
NR28237--MA0599.1.KLF5	chr19	42770733	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR31236--MA0742.1.Klf12	chr2	117365418	117365432	+	0.000	0.000	Merged-chr2-117365460-12
NR1613--MA0599.1.KLF5	chr1	106032121	106032130	+	0.000	0.000	Merged-chr1-106032051-18
NR9771--MA1107.1.KLF9	chr11	89022693	89022705	-	0.000	0.000	Merged-chr11-89022557-12
NR7812--MA0599.1.KLF5	chr11	20035549	20035558	-	0.000	0.000	Merged-chr11-20035595-25
NR35567--MA0741.1.KLF16	chr3	116200273	116200283	+	0.000	0.000	Merged-chr3-116200281-40
NR32994--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR26438--MA0741.1.KLF16	chr18	61377970	61377980	-	0.000	0.000	Merged-chr18-61377910-13
NR341--MA0657.1.KLF13	chr1	36920500	36920517	+	0.000	0.000	Merged-chr1-36920402-81
NR50311--MA1107.1.KLF9	chr7	35119048	35119060	-	0.000	0.000	Merged-chr7-35119008-87
NR32968--MA0493.1.Klf1	chr2	168575144	168575154	+	0.000	0.000	Merged-chr2-168575169-53
NR12209--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR34229--MA0039.3.KLF4	chr3	61365789	61365799	-	0.000	0.000	Merged-chr3-61365743-33
NR5882--MA1107.1.KLF9	chr10	81247988	81248000	+	0.000	0.000	Merged-chr10-81248090-40
NR16147--MA1107.1.KLF9	chr13	114086499	114086511	+	0.000	0.000	Merged-chr13-114086496-8
NR30920--MA0740.1.KLF14	chr2	102049965	102049978	+	0.000	0.000	Merged-chr2-102050053-17
NR26079--MA1107.1.KLF9	chr18	43520944	43520956	+	0.000	0.000	Merged-chr18-43520913-20
NR16144--MA0741.1.KLF16	chr13	114086498	114086508	+	0.000	0.000	Merged-chr13-114086496-8
NR7381--MA0039.3.KLF4	chr10	128135576	128135586	+	0.000	0.000	Merged-chr10-128135587-20
NR58910--MA0493.1.Klf1	chr9	101061299	101061309	+	0.000	0.000	Merged-chr9-101061268-41
NR36191--MA0741.1.KLF16	chr3	138008480	138008490	-	0.000	0.000	Merged-chr3-138008366-30
NR47383--MA0599.1.KLF5	chr6	91660388	91660397	-	0.000	0.000	Merged-chr6-91660194-26
NR28717--MA0599.1.KLF5	chr19	57430233	57430242	+	0.000	0.000	Merged-chr19-57430178-33
NR57937--MA0741.1.KLF16	chr9	61715236	61715246	-	0.000	0.000	Merged-chr9-61715160-12
NR38097--MA1107.1.KLF9	chr4	63486709	63486721	+	0.000	0.000	Merged-chr4-63486767-20
NR46284--MA0493.1.Klf1	chr6	37564052	37564062	+	0.000	0.000	Merged-chr6-37564158-19
NR32624--MA0741.1.KLF16	chr2	160367205	160367215	+	0.000	0.000	Merged-chr2-160367322-62
NR38546--MA0599.1.KLF5	chr4	97871746	97871755	+	0.000	0.000	Merged-chr4-97871840-30
NR48221--MA0039.3.KLF4	chr6	125468296	125468306	+	0.000	0.000	Merged-chr6-125468241-50
NR30921--MA0657.1.KLF13	chr2	102049964	102049981	+	0.000	0.000	Merged-chr2-102050053-17
NR5878--MA0039.3.KLF4	chr10	81247884	81247894	-	0.000	0.000	Merged-chr10-81248090-40
NR21669--MA1107.1.KLF9	chr16	22655364	22655376	-	0.000	0.000	Merged-chr16-22655382-16
NR43592--MA0493.1.Klf1	chr5	115474655	115474665	+	0.000	0.000	Merged-chr5-115474524-35
NR58825--MA1107.1.KLF9	chr9	96953862	96953874	-	0.000	0.000	Merged-chr9-96953731-26
NR22642--MA0039.3.KLF4	chr16	91413259	91413269	+	0.000	0.000	Merged-chr16-91413429-37
NR55442--MA0741.1.KLF16	chr8	95349082	95349092	-	0.000	0.000	Merged-chr8-95348986-27
NR45665--MA0599.1.KLF5	chr5	150232903	150232912	+	0.000	0.000	Merged-chr5-150232910-1
NR35080--MA0742.1.Klf12	chr3	97274007	97274021	-	0.000	0.000	Merged-chr3-97274158-19
NR28851--MA0493.1.Klf1	chr2	4669894	4669904	+	0.000	0.000	Merged-chr2-4669816-18
NR25027--MA0599.1.KLF5	chr17	73222095	73222104	+	0.000	0.000	Merged-chr17-73222261-20
NR42499--MA0742.1.Klf12	chr5	74704611	74704625	+	0.000	0.000	Merged-chr5-74704453-70
NR57340--MA0741.1.KLF16	chr9	41160880	41160890	-	0.000	0.000	Merged-chr9-41160864-12
NR28511--MA0493.1.Klf1	chr19	47915500	47915510	-	0.000	0.000	Merged-chr19-47915460-18
NR30490--MA0741.1.KLF16	chr2	75114168	75114178	+	0.000	0.000	Merged-chr2-75114355-21
NR30086--MA1107.1.KLF9	chr2	59332403	59332415	-	0.000	0.000	Merged-chr2-59332590-12
NR31235--MA0740.1.KLF14	chr2	117365418	117365431	+	0.000	0.000	Merged-chr2-117365460-12
NR54106--MA0740.1.KLF14	chr8	36249394	36249407	-	0.000	0.000	Merged-chr8-36249558-6
NR35084--MA0741.1.KLF16	chr3	97274010	97274020	-	0.000	0.000	Merged-chr3-97274158-19
NR55830--MA0599.1.KLF5	chr8	109957384	109957393	-	0.000	0.000	Merged-chr8-109957445-42
NR11765--MA0493.1.Klf1	chr12	32146730	32146740	+	0.000	0.000	Merged-chr12-32146746-11
NR37558--MA0741.1.KLF16	chr4	46095750	46095760	+	0.000	0.000	Merged-chr4-46095668-16
NR22138--MA0741.1.KLF16	chr16	49959204	49959214	+	0.000	0.000	Merged-chr16-49959222-29
NR6494--MA0741.1.KLF16	chr10	95942200	95942210	+	0.000	0.000	Merged-chr10-95942106-29
NR2263--MA0741.1.KLF16	chr1	136018675	136018685	+	0.000	0.000	Merged-chr1-136018899-6
NR8993--MA0599.1.KLF5	chr11	69919778	69919787	+	0.000	0.000	Merged-chr11-69919909-46
NR59808--MA1107.1.KLF9	chr9	122208533	122208545	+	0.000	0.000	Merged-chr9-122208690-9
NR17044--MA0741.1.KLF16	chr14	40955947	40955957	-	0.000	0.000	Merged-chr14-40955925-7
NR34437--MA1107.1.KLF9	chr3	79451642	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR35434--MA0599.1.KLF5	chr3	108124282	108124291	-	0.000	0.000	Merged-chr3-108124378-33
NR26077--MA0741.1.KLF16	chr18	43520945	43520955	+	0.000	0.000	Merged-chr18-43520913-20
NR1005--MA1107.1.KLF9	chr1	75248510	75248522	-	0.000	0.000	Merged-chr1-75248518-31
NR53515--MA0741.1.KLF16	chr8	8661411	8661421	+	0.000	0.000	Merged-chr8-8661451-105
NR8992--MA0740.1.KLF14	chr11	69919795	69919808	+	0.000	0.000	Merged-chr11-69919909-46
NR34190--MA0741.1.KLF16	chr3	60128382	60128392	-	0.000	0.000	Merged-chr3-60128494-15
NR29503--MA0493.1.Klf1	chr2	31026744	31026754	-	0.000	0.000	Merged-chr2-31026852-15
NR15493--MA1107.1.KLF9	chr13	96700925	96700937	-	0.000	0.000	Merged-chr13-96700841-9
NR13717--MA0493.1.Klf1	chr13	9082420	9082430	+	0.000	0.000	Merged-chr13-9082570-19
NR12210--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR28431--MA0493.1.Klf1	chr19	47331097	47331107	+	0.000	0.000	Merged-chr19-47330943-31
NR29605--MA0039.3.KLF4	chr2	32727636	32727646	-	0.000	0.000	Merged-chr2-32727599-14
NR35658--MA0599.1.KLF5	chr3	121967773	121967782	-	0.000	0.000	Merged-chr3-121967857-57
NR4283--MA0741.1.KLF16	chr10	16601070	16601080	-	0.000	0.000	Merged-chr10-16601020-18
NR41462--MA1107.1.KLF9	chr5	24344666	24344678	+	0.000	0.000	Merged-chr5-24344705-18
NR60738--MA0493.1.Klf1	chrX	104857285	104857295	+	0.000	0.000	Merged-chrX-104857124-25
NR1275--MA0599.1.KLF5	chr1	87131833	87131842	-	0.000	0.000	Merged-chr1-87131942-1
NR60424--MA1107.1.KLF9	chrX	71464230	71464242	+	0.000	0.000	Merged-chrX-71464449-26
NR50077--MA0599.1.KLF5	chr7	28982761	28982770	-	0.000	0.000	Merged-chr7-28982424-141
NR33062--MA0599.1.KLF5	chr2	170216251	170216260	-	0.000	0.000	Merged-chr2-170216227-3
NR48071--MA0493.1.Klf1	chr6	121017544	121017554	-	0.000	0.000	Merged-chr6-121017523-33
NR32717--MA0741.1.KLF16	chr2	163112247	163112257	+	0.000	0.000	Merged-chr2-163112057-15
NR25296--MA0493.1.Klf1	chr17	84032431	84032441	+	0.000	0.000	Merged-chr17-84032623-33
NR15377--MA1107.1.KLF9	chr13	93939933	93939945	+	0.000	0.000	Merged-chr13-93939742-17
