#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR254--MA1107.1.KLF9	chr1	34479031	34479043	-	0.000	0.000	Merged-chr1-34479093-40
NR6696--MA1107.1.KLF9	chr10	111422344	111422356	+	0.000	0.000	Merged-chr10-111422205-1
NR261--MA1107.1.KLF9	chr1	34479045	34479057	-	0.000	0.000	Merged-chr1-34479093-40
NR257--MA1107.1.KLF9	chr1	34479037	34479049	-	0.000	0.000	Merged-chr1-34479093-40
NR264--MA1107.1.KLF9	chr1	34479051	34479063	-	0.000	0.000	Merged-chr1-34479093-40
NR34621--MA0599.1.KLF5	chr3	87960961	87960970	+	0.000	0.000	Merged-chr3-87960988-36
NR5818--MA0740.1.KLF14	chr10	80827035	80827048	+	0.000	0.000	Merged-chr10-80827107-1
NR5819--MA0657.1.KLF13	chr10	80827034	80827051	+	0.000	0.000	Merged-chr10-80827107-1
NR262--MA1107.1.KLF9	chr1	34479047	34479059	-	0.000	0.000	Merged-chr1-34479093-40
NR258--MA1107.1.KLF9	chr1	34479039	34479051	-	0.000	0.000	Merged-chr1-34479093-40
NR29418--MA0741.1.KLF16	chr2	29820461	29820471	+	0.000	0.000	Merged-chr2-29820454-25
NR251--MA1107.1.KLF9	chr1	34479025	34479037	-	0.000	0.000	Merged-chr1-34479093-40
NR265--MA1107.1.KLF9	chr1	34479053	34479065	-	0.000	0.000	Merged-chr1-34479093-40
NR6695--MA0741.1.KLF16	chr10	111422345	111422355	+	0.000	0.000	Merged-chr10-111422205-1
NR34622--MA0493.1.Klf1	chr3	87960960	87960970	+	0.000	0.000	Merged-chr3-87960988-36
NR48675--MA0039.3.KLF4	chr6	140314168	140314178	+	0.000	0.000	Merged-chr6-140314075-23
NR57470--MA0493.1.Klf1	chr9	45241580	45241590	-	0.000	0.000	Merged-chr9-45241570-21
NR263--MA1107.1.KLF9	chr1	34479049	34479061	-	0.000	0.000	Merged-chr1-34479093-40
NR259--MA1107.1.KLF9	chr1	34479041	34479053	-	0.000	0.000	Merged-chr1-34479093-40
NR11175--MA0741.1.KLF16	chr11	119352857	119352867	-	0.000	0.000	Merged-chr11-119352857-1
NR29419--MA0741.1.KLF16	chr2	29820464	29820474	+	0.000	0.000	Merged-chr2-29820454-25
NR252--MA1107.1.KLF9	chr1	34479027	34479039	-	0.000	0.000	Merged-chr1-34479093-40
NR57469--MA0599.1.KLF5	chr9	45241580	45241589	-	0.000	0.000	Merged-chr9-45241570-21
NR266--MA1107.1.KLF9	chr1	34479055	34479067	-	0.000	0.000	Merged-chr1-34479093-40
NR57468--MA0742.1.Klf12	chr9	45241576	45241590	-	0.000	0.000	Merged-chr9-45241570-21
NR34427--MA0599.1.KLF5	chr3	79178357	79178366	+	0.000	0.000	Merged-chr3-79178280-26
NR57467--MA0740.1.KLF14	chr9	45241577	45241590	-	0.000	0.000	Merged-chr9-45241570-21
NR29417--MA0599.1.KLF5	chr2	29820464	29820473	+	0.000	0.000	Merged-chr2-29820454-25
NR255--MA1107.1.KLF9	chr1	34479033	34479045	-	0.000	0.000	Merged-chr1-34479093-40
NR6694--MA0741.1.KLF16	chr10	111422343	111422353	+	0.000	0.000	Merged-chr10-111422205-1
NR57471--MA0741.1.KLF16	chr9	45241579	45241589	-	0.000	0.000	Merged-chr9-45241570-21
NR6693--MA0599.1.KLF5	chr10	111422343	111422352	+	0.000	0.000	Merged-chr10-111422205-1
NR34429--MA1107.1.KLF9	chr3	79178356	79178368	+	0.000	0.000	Merged-chr3-79178280-26
NR253--MA1107.1.KLF9	chr1	34479029	34479041	-	0.000	0.000	Merged-chr1-34479093-40
NR267--MA1107.1.KLF9	chr1	34479057	34479069	-	0.000	0.000	Merged-chr1-34479093-40
NR34428--MA0493.1.Klf1	chr3	79178356	79178366	+	0.000	0.000	Merged-chr3-79178280-26
NR260--MA1107.1.KLF9	chr1	34479043	34479055	-	0.000	0.000	Merged-chr1-34479093-40
NR256--MA1107.1.KLF9	chr1	34479035	34479047	-	0.000	0.000	Merged-chr1-34479093-40
