#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR8878--MA1107.1.KLF9	chr11	99132667	99132679	-	0.000	0.000	Merged-chr11-99132520-18
NR36619--MA1107.1.KLF9	chr5	64371318	64371330	+	0.000	0.000	Merged-chr5-64371502-26
NR4532--MA1107.1.KLF9	chr10	78115170	78115182	-	0.000	0.000	Merged-chr10-78115092-14
NR308--MA0741.1.KLF16	chr1	39196990	39197000	-	0.000	0.000	Merged-chr1-39196974-45
NR42304--MA0493.1.Klf1	chr6	145992967	145992977	+	0.000	0.000	Merged-chr6-145993129-56
NR14015--MA0741.1.KLF16	chr13	111634786	111634796	+	0.000	0.000	Merged-chr13-111634662-22
NR13441--MA1107.1.KLF9	chr13	94153945	94153957	+	0.000	0.000	Merged-chr13-94153821-20
NR46668--MA0493.1.Klf1	chr8	34651918	34651928	-	0.000	0.000	Merged-chr8-34651925-47
NR18877--MA1107.1.KLF9	chr16	36057597	36057609	+	0.000	0.000	Merged-chr16-36057640-19
NR33400--MA0599.1.KLF5	chr4	88875820	88875829	-	0.000	0.000	Merged-chr4-88875849-45
NR21946--MA0493.1.Klf1	chr17	70886788	70886798	-	0.000	0.000	Merged-chr17-70886838-34
NR1397--MA1107.1.KLF9	chr1	127796441	127796453	-	0.000	0.000	Merged-chr1-127796546-56
NR23157--MA0741.1.KLF16	chr18	60630670	60630680	+	0.000	0.000	Merged-chr18-60630804-17
NR44468--MA0657.1.KLF13	chr7	90007513	90007530	+	0.000	0.000	Merged-chr7-90007418-46
NR28942--MA0741.1.KLF16	chr2	165890682	165890692	+	0.000	0.000	Merged-chr2-165890606-34
NR10265--MA0657.1.KLF13	chr12	25351018	25351035	+	0.000	0.000	Merged-chr12-25351011-20
NR33539--MA0741.1.KLF16	chr4	101217269	101217279	-	0.000	0.000	Merged-chr4-101217167-64
NR6274--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR16339--MA0039.3.KLF4	chr15	25696040	25696050	-	0.000	0.000	Merged-chr15-25696018-37
NR26616--MA1107.1.KLF9	chr2	59513711	59513723	-	0.000	0.000	Merged-chr2-59513816-12
NR16702--MA1107.1.KLF9	chr15	58750333	58750345	+	0.000	0.000	Merged-chr15-58750240-28
NR41487--MA1107.1.KLF9	chr6	120155045	120155057	+	0.000	0.000	Merged-chr6-120155047-32
NR37606--MA0039.3.KLF4	chr5	111039995	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR32980--MA0741.1.KLF16	chr4	46411763	46411773	-	0.000	0.000	Merged-chr4-46411765-13
NR8875--MA0741.1.KLF16	chr11	99132689	99132699	-	0.000	0.000	Merged-chr11-99132520-18
NR23518--MA0740.1.KLF14	chr18	75210433	75210446	+	0.000	0.000	Merged-chr18-75210545-14
NR26531--MA1107.1.KLF9	chr2	53051381	53051393	-	0.000	0.000	Merged-chr2-53051556-37
NR28445--MA0741.1.KLF16	chr2	153292441	153292451	+	0.000	0.000	Merged-chr2-153292567-49
NR23525--MA0742.1.Klf12	chr18	75247015	75247029	+	0.000	0.000	Merged-chr18-75247078-14
NR14849--MA0039.3.KLF4	chr14	47740788	47740798	+	0.000	0.000	Merged-chr14-47740703-52
NR45633--MA0599.1.KLF5	chr7	130893054	130893063	-	0.000	0.000	Merged-chr7-130893114-41
NR35267--MA0599.1.KLF5	chr4	144898352	144898361	+	0.000	0.000	Merged-chr4-144898190-46
NR29694--MA0493.1.Klf1	chr3	21917494	21917504	+	0.000	0.000	Merged-chr3-21917648-70
NR30965--MA0741.1.KLF16	chr3	103091835	103091845	-	0.000	0.000	Merged-chr3-103091976-34
NR16707--MA1107.1.KLF9	chr15	58750343	58750355	+	0.000	0.000	Merged-chr15-58750240-28
NR50213--MA1107.1.KLF9	chr9	69458368	69458380	+	0.000	0.000	Merged-chr9-69458326-40
NR31328--MA0741.1.KLF16	chr3	116893051	116893061	+	0.000	0.000	Merged-chr3-116893122-28
NR9665--MA0493.1.Klf1	chr11	116809727	116809737	-	0.000	0.000	Merged-chr11-116809683-9
NR3479--MA1107.1.KLF9	chr10	13446827	13446839	-	0.000	0.000	Merged-chr10-13446841-15
NR51661--MA1107.1.KLF9	chr9	120476387	120476399	+	0.000	0.000	Merged-chr9-120476447-20
NR38177--MA0039.3.KLF4	chr5	121837188	121837198	-	0.000	0.000	Merged-chr5-121837232-116
