#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR2572--MA0036.3.GATA2	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR7294--MA1104.1.GATA6	chr6	41141087	41141099	-	0.000	0.000	Merged-chr6-41141136-19
NR3334--MA1104.1.GATA6	chr15	78835266	78835278	+	0.000	0.000	Merged-chr15-78835387-37
NR3307--MA0035.3.Gata1	chr15	65810710	65810720	+	0.000	0.000	Merged-chr15-65810890-18
NR8929--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR5917--MA1104.1.GATA6	chr3	138334344	138334356	-	0.000	0.000	Merged-chr3-138334424-50
NR1492--MA0037.3.GATA3	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR7317--MA0766.1.GATA5	chr6	50387876	50387883	+	0.000	0.000	Merged-chr6-50387910-30
NR3281--MA0037.3.GATA3	chr15	62240282	62240289	+	0.000	0.000	Merged-chr15-62240202-33
NR743--MA1104.1.GATA6	chr1	181951069	181951081	-	0.000	0.000	Merged-chr1-181951117-29
NR211--MA0766.1.GATA5	chr1	74201346	74201353	-	0.000	0.000	Merged-chr1-74201398-63
NR934--MA0035.3.Gata1	chr10	39991287	39991297	+	0.000	0.000	Merged-chr10-39991173-41
NR3164--MA1104.1.GATA6	chr15	9581083	9581095	-	0.000	0.000	Merged-chr15-9580927-74
NR490--MA0482.1.Gata4	chr1	143319752	143319762	+	0.000	0.000	Merged-chr1-143319719-34
NR4552--MA0482.1.Gata4	chr19	32454886	32454896	+	0.000	0.000	Merged-chr19-32455050-22
NR1768--MA0037.3.GATA3	chr11	119159994	119160001	+	0.000	0.000	Merged-chr11-119159988-24
NR9054--MA1104.1.GATA6	chr9	87025898	87025910	-	0.000	0.000	Merged-chr9-87025935-38
NR6864--MA0482.1.Gata4	chr5	92327551	92327561	+	0.000	0.000	Merged-chr5-92327493-24
NR902--MA0482.1.Gata4	chr10	34117970	34117980	+	0.000	0.000	Merged-chr10-34117997-36
NR6492--MA0766.1.GATA5	chr4	145263891	145263898	+	0.000	0.000	Merged-chr4-145263821-10
NR2056--MA0766.1.GATA5	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR4555--MA0035.3.Gata1	chr19	32454885	32454895	+	0.000	0.000	Merged-chr19-32455050-22
NR7831--MA0036.3.GATA2	chr6	142917773	142917783	-	0.000	0.000	Merged-chr6-142917674-52
NR1604--MA0037.3.GATA3	chr11	97246705	97246712	-	0.000	0.000	Merged-chr11-97246717-13
NR6867--MA0035.3.Gata1	chr5	92327550	92327560	+	0.000	0.000	Merged-chr5-92327493-24
NR6495--MA0036.3.GATA2	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR5739--MA0037.3.GATA3	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR4334--MA0766.1.GATA5	chr18	67249036	67249043	+	0.000	0.000	Merged-chr18-67248991-53
NR6868--MA0140.2.GATA1::TAL1	chr5	92327552	92327569	+	0.000	0.000	Merged-chr5-92327493-24
NR9104--MA0482.1.Gata4	chr9	95289190	95289200	-	0.000	0.000	Merged-chr9-95289296-28
NR5923--MA0037.3.GATA3	chr3	138893611	138893618	-	0.000	0.000	Merged-chr3-138893657-47
NR2157--MA0766.1.GATA5	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR8592--MA0482.1.Gata4	chr8	94240436	94240446	+	0.000	0.000	Merged-chr8-94240399-13
NR939--MA0036.3.GATA2	chr10	40451941	40451951	+	0.000	0.000	Merged-chr10-40451996-39
NR6073--MA0036.3.GATA2	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR1434--MA0037.3.GATA3	chr11	54240024	54240031	+	0.000	0.000	Merged-chr11-54240142-13
NR8919--MA0035.3.Gata1	chr9	57288706	57288716	-	0.000	0.000	Merged-chr9-57288731-24
NR212--MA0035.3.Gata1	chr1	74201345	74201355	+	0.000	0.000	Merged-chr1-74201398-63
NR878--MA0035.3.Gata1	chr10	26799574	26799584	+	0.000	0.000	Merged-chr10-26799592-100
NR5742--MA0036.3.GATA2	chr3	115729286	115729296	+	0.000	0.000	Merged-chr3-115729400-55
NR491--MA1104.1.GATA6	chr1	143319750	143319762	-	0.000	0.000	Merged-chr1-143319719-34
NR4553--MA1104.1.GATA6	chr19	32454884	32454896	-	0.000	0.000	Merged-chr19-32455050-22
NR6137--MA0037.3.GATA3	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR1511--MA0140.2.GATA1::TAL1	chr11	68464313	68464330	+	0.000	0.000	Merged-chr11-68464408-16
NR1490--MA0037.3.GATA3	chr11	64019418	64019425	-	0.000	0.000	Merged-chr11-64019417-11
NR8156--MA0766.1.GATA5	chr7	102064014	102064021	-	0.000	0.000	Merged-chr7-102063956-5
NR6543--MA0482.1.Gata4	chr5	3463488	3463498	-	0.000	0.000	Merged-chr5-3463365-33
NR4863--MA0482.1.Gata4	chr2	60328750	60328760	+	0.000	0.000	Merged-chr2-60328757-33
NR2487--MA0036.3.GATA2	chr13	93764784	93764794	+	0.000	0.000	Merged-chr13-93764810-22
NR2968--MA0035.3.Gata1	chr14	75006014	75006024	-	0.000	0.000	Merged-chr14-75005935-13
NR2357--MA0036.3.GATA2	chr13	74490193	74490203	+	0.000	0.000	Merged-chr13-74490220-4
NR3911--MA0036.3.GATA2	chr17	50136228	50136238	+	0.000	0.000	Merged-chr17-50136209-46
NR2057--MA0035.3.Gata1	chr12	98247086	98247096	+	0.000	0.000	Merged-chr12-98247130-40
NR9105--MA1104.1.GATA6	chr9	95289190	95289202	+	0.000	0.000	Merged-chr9-95289296-28
NR3653--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR4117--MA0035.3.Gata1	chr18	4296070	4296080	+	0.000	0.000	Merged-chr18-4296046-21
NR876--MA1104.1.GATA6	chr10	26799573	26799585	-	0.000	0.000	Merged-chr10-26799592-100
NR2208--MA0482.1.Gata4	chr13	19219719	19219729	+	0.000	0.000	Merged-chr13-19219739-41
NR1564--MA0035.3.Gata1	chr11	83550290	83550300	+	0.000	0.000	Merged-chr11-83550444-44
NR8356--MA0036.3.GATA2	chr7	140947105	140947115	+	0.000	0.000	Merged-chr7-140947277-49
NR7350--MA0766.1.GATA5	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR7624--MA0036.3.GATA2	chr6	108780028	108780038	-	0.000	0.000	Merged-chr6-108780216-16
NR3645--MA0036.3.GATA2	chr16	64758766	64758776	-	0.000	0.000	Merged-chr16-64758494-145
NR2158--MA0035.3.Gata1	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR7985--MA0036.3.GATA2	chr7	47113494	47113504	-	0.000	0.000	Merged-chr7-47113657-15
NR4864--MA1104.1.GATA6	chr2	60328748	60328760	-	0.000	0.000	Merged-chr2-60328757-33
NR8106--MA0766.1.GATA5	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR4194--MA0036.3.GATA2	chr18	39457946	39457956	+	0.000	0.000	Merged-chr18-39457993-13
NR8771--MA0140.2.GATA1::TAL1	chr8	127973440	127973457	+	0.000	0.000	Merged-chr8-127973425-20
NR1641--MA0482.1.Gata4	chr11	104538423	104538433	-	0.000	0.000	Merged-chr11-104538419-8
NR5928--MA0035.3.Gata1	chr3	138893610	138893620	+	0.000	0.000	Merged-chr3-138893657-47
NR4302--MA0140.2.GATA1::TAL1	chr18	62092675	62092692	-	0.000	0.000	Merged-chr18-62092853-21
NR8656--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR7710--MA1104.1.GATA6	chr6	129997692	129997704	-	0.000	0.000	Merged-chr6-129997694-33
NR3342--MA0766.1.GATA5	chr15	81308334	81308341	-	0.000	0.000	Merged-chr15-81308219-24
NR7701--MA0766.1.GATA5	chr6	126995669	126995676	-	0.000	0.000	Merged-chr6-126995755-15
NR8659--MA0035.3.Gata1	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR3698--MA0035.3.Gata1	chr16	91388008	91388018	-	0.000	0.000	Merged-chr16-91387965-13
NR903--MA0036.3.GATA2	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR6863--MA0037.3.GATA3	chr5	92327551	92327558	-	0.000	0.000	Merged-chr5-92327493-24
NR3286--MA0140.2.GATA1::TAL1	chr15	62390449	62390466	-	0.000	0.000	Merged-chr15-62390498-8
NR3141--MA0035.3.Gata1	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR1436--MA0766.1.GATA5	chr11	54240024	54240031	+	0.000	0.000	Merged-chr11-54240142-13
NR6968--MA0482.1.Gata4	chr5	112310943	112310953	-	0.000	0.000	Merged-chr5-112310969-9
NR7717--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR7775--MA0482.1.Gata4	chr6	136465296	136465306	-	0.000	0.000	Merged-chr6-136465215-11
NR6139--MA0766.1.GATA5	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR7316--MA0036.3.GATA2	chr6	50387874	50387884	-	0.000	0.000	Merged-chr6-50387910-30
NR9103--MA0037.3.GATA3	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR3284--MA0036.3.GATA2	chr15	62240280	62240290	-	0.000	0.000	Merged-chr15-62240202-33
NR8107--MA0035.3.Gata1	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR8657--MA1104.1.GATA6	chr8	111955416	111955428	-	0.000	0.000	Merged-chr8-111955328-48
NR8928--MA1104.1.GATA6	chr9	63785708	63785720	-	0.000	0.000	Merged-chr9-63785726-16
NR8359--MA0035.3.Gata1	chr7	140982222	140982232	+	0.000	0.000	Merged-chr7-140982058-21
NR3473--MA0035.3.Gata1	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR7832--MA0035.3.Gata1	chr6	142917773	142917783	-	0.000	0.000	Merged-chr6-142917674-52
NR940--MA0766.1.GATA5	chr10	40451942	40451949	-	0.000	0.000	Merged-chr10-40451996-39
NR4862--MA0037.3.GATA3	chr2	60328750	60328757	-	0.000	0.000	Merged-chr2-60328757-33
NR3343--MA0035.3.Gata1	chr15	81308333	81308343	+	0.000	0.000	Merged-chr15-81308219-24
NR6969--MA1104.1.GATA6	chr5	112310943	112310955	+	0.000	0.000	Merged-chr5-112310969-9
NR1562--MA0036.3.GATA2	chr11	83550290	83550300	+	0.000	0.000	Merged-chr11-83550444-44
NR7702--MA0035.3.Gata1	chr6	126995668	126995678	+	0.000	0.000	Merged-chr6-126995755-15
NR6972--MA0035.3.Gata1	chr5	112310944	112310954	-	0.000	0.000	Merged-chr5-112310969-9
NR7776--MA1104.1.GATA6	chr6	136465296	136465308	+	0.000	0.000	Merged-chr6-136465215-11
NR2053--MA0037.3.GATA3	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR5411--MA0036.3.GATA2	chr2	181497621	181497631	+	0.000	0.000	Merged-chr2-181497766-4
NR6568--MA1104.1.GATA6	chr5	8374460	8374472	+	0.000	0.000	Merged-chr5-8374526-17
NR1057--MA0035.3.Gata1	chr10	77273723	77273733	-	0.000	0.000	Merged-chr10-77273499-67
NR5740--MA0482.1.Gata4	chr3	115729287	115729297	+	0.000	0.000	Merged-chr3-115729400-55
NR8801--MA0036.3.GATA2	chr9	14080572	14080582	-	0.000	0.000	Merged-chr9-14080403-26
NR2990--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR9212--MA0035.3.Gata1	chr9	117913394	117913404	+	0.000	0.000	Merged-chr9-117913452-13
NR7830--MA1104.1.GATA6	chr6	142917772	142917784	+	0.000	0.000	Merged-chr6-142917674-52
NR8410--MA0766.1.GATA5	chr8	13599079	13599086	-	0.000	0.000	Merged-chr8-13599016-7
NR3419--MA0766.1.GATA5	chr15	103154445	103154452	-	0.000	0.000	Merged-chr15-103154383-18
NR5918--MA0035.3.Gata1	chr3	138334345	138334355	+	0.000	0.000	Merged-chr3-138334424-50
NR7698--MA0482.1.Gata4	chr6	126995669	126995679	+	0.000	0.000	Merged-chr6-126995755-15
NR744--MA0035.3.Gata1	chr1	181951070	181951080	+	0.000	0.000	Merged-chr1-181951117-29
NR7725--MA0766.1.GATA5	chr6	130312045	130312052	-	0.000	0.000	Merged-chr6-130312055-26
NR5745--MA0482.1.Gata4	chr3	115793592	115793602	-	0.000	0.000	Merged-chr3-115793653-57
NR1447--MA0766.1.GATA5	chr11	57952915	57952922	+	0.000	0.000	Merged-chr11-57952769-40
NR436--MA0037.3.GATA3	chr1	131170137	131170144	-	0.000	0.000	Merged-chr1-131170011-6
NR9342--MA0036.3.GATA2	chrX	113084409	113084419	-	0.000	0.000	Merged-chrX-113084391-25
NR1766--MA0482.1.Gata4	chr11	118200206	118200216	-	0.000	0.000	Merged-chr11-118200400-19
NR94--MA0140.2.GATA1::TAL1	chr1	43538870	43538887	+	0.000	0.000	Merged-chr1-43538951-30
NR8893--MA0766.1.GATA5	chr9	50924697	50924704	-	0.000	0.000	Merged-chr9-50924601-13
NR3303--MA0482.1.Gata4	chr15	65810711	65810721	+	0.000	0.000	Merged-chr15-65810890-18
NR7295--MA0036.3.GATA2	chr6	41141088	41141098	+	0.000	0.000	Merged-chr6-41141136-19
NR3335--MA0036.3.GATA2	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR7709--MA0482.1.Gata4	chr6	129997694	129997704	+	0.000	0.000	Merged-chr6-129997694-33
NR1435--MA1104.1.GATA6	chr11	54240021	54240033	+	0.000	0.000	Merged-chr11-54240142-13
NR9108--MA0035.3.Gata1	chr9	95289191	95289201	-	0.000	0.000	Merged-chr9-95289296-28
NR6138--MA1104.1.GATA6	chr4	47319832	47319844	+	0.000	0.000	Merged-chr4-47319930-54
NR941--MA0035.3.Gata1	chr10	40451941	40451951	+	0.000	0.000	Merged-chr10-40451996-39
NR7150--MA1104.1.GATA6	chr5	148596593	148596605	-	0.000	0.000	Merged-chr5-148596681-29
NR5741--MA1104.1.GATA6	chr3	115729285	115729297	-	0.000	0.000	Merged-chr3-115729400-55
NR7351--MA0482.1.Gata4	chr6	58881139	58881149	-	0.000	0.000	Merged-chr6-58880983-47
NR3643--MA0482.1.Gata4	chr16	64758765	64758775	-	0.000	0.000	Merged-chr16-64758494-145
NR7255--MA0482.1.Gata4	chr6	32796204	32796214	-	0.000	0.000	Merged-chr6-32796337-46
NR2486--MA0037.3.GATA3	chr13	93764785	93764792	-	0.000	0.000	Merged-chr13-93764810-22
NR3165--MA0036.3.GATA2	chr15	9581084	9581094	+	0.000	0.000	Merged-chr15-9580927-74
NR7319--MA0140.2.GATA1::TAL1	chr6	50387865	50387882	-	0.000	0.000	Merged-chr6-50387910-30
NR181--MA0036.3.GATA2	chr1	71576671	71576681	-	0.000	0.000	Merged-chr1-71576890-29
NR7699--MA1104.1.GATA6	chr6	126995667	126995679	-	0.000	0.000	Merged-chr6-126995755-15
NR4867--MA0035.3.Gata1	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR6836--MA0766.1.GATA5	chr5	89044954	89044961	+	0.000	0.000	Merged-chr5-89044916-44
NR9055--MA0036.3.GATA2	chr9	87025899	87025909	+	0.000	0.000	Merged-chr9-87025935-38
NR7774--MA0037.3.GATA3	chr6	136465299	136465306	+	0.000	0.000	Merged-chr6-136465215-11
NR3304--MA1104.1.GATA6	chr15	65810709	65810721	-	0.000	0.000	Merged-chr15-65810890-18
NR4280--MA0482.1.Gata4	chr18	57249951	57249961	-	0.000	0.000	Merged-chr18-57249763-26
NR8103--MA0037.3.GATA3	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR128--MA0037.3.GATA3	chr1	62829840	62829847	+	0.000	0.000	Merged-chr1-62829921-36
NR3138--MA0482.1.Gata4	chr14	123015952	123015962	+	0.000	0.000	Merged-chr14-123015903-11
NR1448--MA0035.3.Gata1	chr11	57952913	57952923	-	0.000	0.000	Merged-chr11-57952769-40
NR489--MA0037.3.GATA3	chr1	143319752	143319759	-	0.000	0.000	Merged-chr1-143319719-34
NR8894--MA0035.3.Gata1	chr9	50924696	50924706	+	0.000	0.000	Merged-chr9-50924601-13
NR7352--MA1104.1.GATA6	chr6	58881139	58881151	+	0.000	0.000	Merged-chr6-58880983-47
NR7623--MA1104.1.GATA6	chr6	108780027	108780039	+	0.000	0.000	Merged-chr6-108780216-16
NR3644--MA1104.1.GATA6	chr16	64758765	64758777	+	0.000	0.000	Merged-chr16-64758494-145
NR7256--MA1104.1.GATA6	chr6	32796204	32796216	+	0.000	0.000	Merged-chr6-32796337-46
NR904--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR4543--MA0482.1.Gata4	chr19	31321986	31321996	-	0.000	0.000	Merged-chr19-31321995-11
NR7327--MA0482.1.Gata4	chr6	54956252	54956262	+	0.000	0.000	Merged-chr6-54956270-34
NR4546--MA0035.3.Gata1	chr19	31321987	31321997	-	0.000	0.000	Merged-chr19-31321995-11
NR7117--MA0766.1.GATA5	chr5	142920705	142920712	+	0.000	0.000	Merged-chr5-142920894-48
NR492--MA0036.3.GATA2	chr1	143319751	143319761	+	0.000	0.000	Merged-chr1-143319719-34
NR4655--MA0035.3.Gata1	chr2	11617066	11617076	+	0.000	0.000	Merged-chr2-11617013-39
NR4554--MA0036.3.GATA2	chr19	32454885	32454895	+	0.000	0.000	Merged-chr19-32455050-22
NR6496--MA0766.1.GATA5	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR2670--MA0035.3.Gata1	chr13	111655441	111655451	+	0.000	0.000	Merged-chr13-111655433-3
NR7829--MA0482.1.Gata4	chr6	142917772	142917782	-	0.000	0.000	Merged-chr6-142917674-52
NR4753--MA0482.1.Gata4	chr2	31186089	31186099	+	0.000	0.000	Merged-chr2-31186156-11
NR1028--MA0482.1.Gata4	chr10	70133410	70133420	+	0.000	0.000	Merged-chr10-70133310-29
NR3139--MA1104.1.GATA6	chr14	123015950	123015962	-	0.000	0.000	Merged-chr14-123015903-11
NR9066--MA0035.3.Gata1	chr9	88722041	88722051	+	0.000	0.000	Merged-chr9-88721964-40
NR6074--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR9395--MA0140.2.GATA1::TAL1	chrX	167201489	167201506	+	0.000	0.000	Merged-chrX-167201586-47
NR7697--MA0037.3.GATA3	chr6	126995669	126995676	-	0.000	0.000	Merged-chr6-126995755-15
NR4544--MA1104.1.GATA6	chr19	31321986	31321998	+	0.000	0.000	Merged-chr19-31321995-11
NR8918--MA0036.3.GATA2	chr9	57288706	57288716	-	0.000	0.000	Merged-chr9-57288731-24
NR5874--MA0037.3.GATA3	chr3	135590667	135590674	+	0.000	0.000	Merged-chr3-135590750-10
NR877--MA0036.3.GATA2	chr10	26799574	26799584	+	0.000	0.000	Merged-chr10-26799592-100
NR7315--MA1104.1.GATA6	chr6	50387873	50387885	+	0.000	0.000	Merged-chr6-50387910-30
NR6948--MA0482.1.Gata4	chr5	107648992	107649002	+	0.000	0.000	Merged-chr5-107649073-49
NR4331--MA0482.1.Gata4	chr18	67249033	67249043	-	0.000	0.000	Merged-chr18-67248991-53
NR2488--MA0766.1.GATA5	chr13	93764785	93764792	-	0.000	0.000	Merged-chr13-93764810-22
NR2360--MA0140.2.GATA1::TAL1	chr13	74490195	74490212	+	0.000	0.000	Merged-chr13-74490220-4
NR7149--MA0482.1.Gata4	chr5	148596595	148596605	+	0.000	0.000	Merged-chr5-148596681-29
NR1765--MA0037.3.GATA3	chr11	118200209	118200216	+	0.000	0.000	Merged-chr11-118200400-19
NR6633--MA0035.3.Gata1	chr5	29901929	29901939	+	0.000	0.000	Merged-chr5-29901920-39
NR3302--MA0037.3.GATA3	chr15	65810711	65810718	-	0.000	0.000	Merged-chr15-65810890-18
NR2967--MA0036.3.GATA2	chr14	75006014	75006024	-	0.000	0.000	Merged-chr14-75005935-13
NR6657--MA0140.2.GATA1::TAL1	chr5	38274139	38274156	+	0.000	0.000	Merged-chr5-38274062-24
NR7610--MA0036.3.GATA2	chr6	108606933	108606943	+	0.000	0.000	Merged-chr6-108607013-11
NR2358--MA0766.1.GATA5	chr13	74490194	74490201	-	0.000	0.000	Merged-chr13-74490220-4
NR7708--MA0037.3.GATA3	chr6	129997694	129997701	-	0.000	0.000	Merged-chr6-129997694-33
