#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR693--MA0508.2.PRDM1	chr17	50070401	50070410	+	0.000	0.000	Merged-chr17-50070273-24
NR725--MA0508.2.PRDM1	chr18	19511633	19511642	-	0.000	0.000	Merged-chr18-19511551-17
NR977--MA0508.2.PRDM1	chr3	116434944	116434953	-	0.000	0.000	Merged-chr3-116434903-21
NR847--MA0508.2.PRDM1	chr2	48328422	48328431	+	0.000	0.000	Merged-chr2-48328415-44
NR1195--MA0508.2.PRDM1	chr5	149647746	149647755	-	0.000	0.000	Merged-chr5-149647772-15
NR84--MA0508.2.PRDM1	chr1	172306395	172306404	+	0.000	0.000	Merged-chr1-172306276-26
NR956--MA0508.2.PRDM1	chr3	84715287	84715296	+	0.000	0.000	Merged-chr3-84715324-47
NR97--MA0508.2.PRDM1	chr1	191115202	191115211	-	0.000	0.000	Merged-chr1-191115212-7
NR630--MA0508.2.PRDM1	chr16	77038033	77038042	+	0.000	0.000	Merged-chr16-77038211-5
NR882--MA0508.2.PRDM1	chr2	114659100	114659109	+	0.000	0.000	Merged-chr2-114659130-7
NR786--MA0508.2.PRDM1	chr19	40268953	40268962	+	0.000	0.000	Merged-chr19-40268923-9
NR643--MA0508.2.PRDM1	chr16	93777808	93777817	-	0.000	0.000	Merged-chr16-93777980-103
NR1328--MA0508.2.PRDM1	chr7	58701546	58701555	+	0.000	0.000	Merged-chr7-58701532-33
NR1023--MA0508.2.PRDM1	chr4	11095667	11095676	-	0.000	0.000	Merged-chr4-11095738-16
NR590--MA0508.2.PRDM1	chr16	20144819	20144828	-	0.000	0.000	Merged-chr16-20144854-9
NR47--MA0508.2.PRDM1	chr1	127637937	127637946	+	0.000	0.000	Merged-chr1-127638103-34
NR853--MA0508.2.PRDM1	chr2	60080213	60080222	+	0.000	0.000	Merged-chr2-60080152-7
NR691--MA0508.2.PRDM1	chr17	45703389	45703398	-	0.000	0.000	Merged-chr17-45703436-19
NR452--MA0508.2.PRDM1	chr14	15770067	15770076	+	0.000	0.000	Merged-chr14-15770075-60
NR619--MA0508.2.PRDM1	chr16	51705264	51705273	+	0.000	0.000	Merged-chr16-51705241-52
NR959--MA0508.2.PRDM1	chr3	86841650	86841659	+	0.000	0.000	Merged-chr3-86841762-14
NR415--MA0508.2.PRDM1	chr13	93764835	93764844	+	0.000	0.000	Merged-chr13-93764810-22
NR266--MA0508.2.PRDM1	chr11	99131606	99131615	+	0.000	0.000	Merged-chr11-99131567-85
NR898--MA0508.2.PRDM1	chr2	131448203	131448212	+	0.000	0.000	Merged-chr2-131448367-26
NR279--MA0508.2.PRDM1	chr11	111795841	111795850	-	0.000	0.000	Merged-chr11-111795733-12
NR1470--MA0508.2.PRDM1	chr9	53773766	53773775	+	0.000	0.000	Merged-chr9-53773717-9
NR258--MA0508.2.PRDM1	chr11	90258456	90258465	-	0.000	0.000	Merged-chr11-90258330-4
NR476--MA0508.2.PRDM1	chr14	59553439	59553448	+	0.000	0.000	Merged-chr14-59553394-22
NR107--MA0508.2.PRDM1	chr10	12607463	12607472	+	0.000	0.000	Merged-chr10-12607451-15
NR298--MA0508.2.PRDM1	chr12	25256455	25256464	+	0.000	0.000	Merged-chr12-25256439-11
NR1120--MA0508.2.PRDM1	chr5	38566708	38566717	+	0.000	0.000	Merged-chr5-38566846-14
NR570--MA0508.2.PRDM1	chr15	98623492	98623501	-	0.000	0.000	Merged-chr15-98623504-45
NR833--MA0508.2.PRDM1	chr2	29849261	29849270	+	0.000	0.000	Merged-chr2-29849136-11
NR1247--MA0508.2.PRDM1	chr6	108717980	108717989	-	0.000	0.000	Merged-chr6-108717791-30
NR70--MA0508.2.PRDM1	chr1	162094529	162094538	-	0.000	0.000	Merged-chr1-162094499-16
NR1117--MA0508.2.PRDM1	chr5	34198627	34198636	+	0.000	0.000	Merged-chr5-34198802-20
NR1369--MA0508.2.PRDM1	chr7	110824188	110824197	+	0.000	0.000	Merged-chr7-110824322-44
NR1218--MA0508.2.PRDM1	chr6	51060200	51060209	+	0.000	0.000	Merged-chr6-51060161-45
NR642--MA0508.2.PRDM1	chr16	92743911	92743920	-	0.000	0.000	Merged-chr16-92743989-33
NR926--MA0508.2.PRDM1	chr3	9151819	9151828	+	0.000	0.000	Merged-chr3-9151770-9
NR621--MA0508.2.PRDM1	chr16	52374266	52374275	+	0.000	0.000	Merged-chr16-52374285-15
NR46--MA0508.2.PRDM1	chr1	127619457	127619466	-	0.000	0.000	Merged-chr1-127619429-18
NR647--MA0508.2.PRDM1	chr16	95860900	95860909	+	0.000	0.000	Merged-chr16-95860989-42
NR701--MA0508.2.PRDM1	chr17	65741428	65741437	+	0.000	0.000	Merged-chr17-65741371-24
NR605--MA0508.2.PRDM1	chr16	32190297	32190306	-	0.000	0.000	Merged-chr16-32190230-31
NR695--MA0508.2.PRDM1	chr17	50729678	50729687	+	0.000	0.000	Merged-chr17-50729760-39
NR252--MA0508.2.PRDM1	chr11	87744997	87745006	-	0.000	0.000	Merged-chr11-87745119-47
NR1208--MA0508.2.PRDM1	chr6	35462700	35462709	+	0.000	0.000	Merged-chr6-35462751-23
NR406--MA0508.2.PRDM1	chr13	81675480	81675489	-	0.000	0.000	Merged-chr13-81675595-44
NR746--MA0508.2.PRDM1	chr18	67255666	67255675	-	0.000	0.000	Merged-chr18-67255745-40
NR1411--MA0508.2.PRDM1	chr8	68218585	68218594	-	0.000	0.000	Merged-chr8-68218689-19
NR1520--MA0508.2.PRDM1	chr9	119101196	119101205	-	0.000	0.000	Merged-chr9-119101086-22
NR1350--MA0508.2.PRDM1	chr7	90074607	90074616	-	0.000	0.000	Merged-chr7-90074700-23
NR1451--MA0508.2.PRDM1	chr9	31090840	31090849	+	0.000	0.000	Merged-chr9-31090729-18
NR1321--MA0508.2.PRDM1	chr7	45592201	45592210	+	0.000	0.000	Merged-chr7-45592111-34
NR1334--MA0508.2.PRDM1	chr7	74684134	74684143	-	0.000	0.000	Merged-chr7-74684112-21
NR893--MA0508.2.PRDM1	chr2	128157025	128157034	-	0.000	0.000	Merged-chr2-128156895-3
NR1435--MA0508.2.PRDM1	chr8	128433663	128433672	-	0.000	0.000	Merged-chr8-128433570-8
NR925--MA0508.2.PRDM1	chr3	9151813	9151822	+	0.000	0.000	Merged-chr3-9151770-9
NR1401--MA0508.2.PRDM1	chr8	36082795	36082804	+	0.000	0.000	Merged-chr8-36082616-47
NR1143--MA0508.2.PRDM1	chr5	77367902	77367911	+	0.000	0.000	Merged-chr5-77367800-15
NR341--MA0508.2.PRDM1	chr12	100928450	100928459	-	0.000	0.000	Merged-chr12-100928517-22
NR1039--MA0508.2.PRDM1	chr4	63640044	63640053	+	0.000	0.000	Merged-chr4-63640034-20
NR192--MA0508.2.PRDM1	chr10	118550409	118550418	-	0.000	0.000	Merged-chr10-118550430-27
NR1148--MA0508.2.PRDM1	chr5	92864318	92864327	-	0.000	0.000	Merged-chr5-92864130-6
NR320--MA0508.2.PRDM1	chr12	75837728	75837737	+	0.000	0.000	Merged-chr12-75837700-7
NR952--MA0508.2.PRDM1	chr3	79177284	79177293	+	0.000	0.000	Merged-chr3-79177375-21
NR442--MA0508.2.PRDM1	chr13	113087663	113087672	+	0.000	0.000	Merged-chr13-113087664-28
NR1379--MA0508.2.PRDM1	chr7	125511557	125511566	-	0.000	0.000	Merged-chr7-125511628-40
NR16--MA0508.2.PRDM1	chr1	51572857	51572866	-	0.000	0.000	Merged-chr1-51572755-47
NR1507--MA0508.2.PRDM1	chr9	104269400	104269409	-	0.000	0.000	Merged-chr9-104269530-16
NR1358--MA0508.2.PRDM1	chr7	98108972	98108981	+	0.000	0.000	Merged-chr7-98109106-60
NR801--MA0508.2.PRDM1	chr19	55773169	55773178	-	0.000	0.000	Merged-chr19-55773145-3
NR85--MA0508.2.PRDM1	chr1	173451776	173451785	+	0.000	0.000	Merged-chr1-173451815-42
NR543--MA0508.2.PRDM1	chr15	64173603	64173612	+	0.000	0.000	Merged-chr15-64173635-34
NR285--MA0508.2.PRDM1	chr11	121027497	121027506	+	0.000	0.000	Merged-chr11-121027485-17
NR77--MA0508.2.PRDM1	chr1	170167939	170167948	-	0.000	0.000	Merged-chr1-170167960-28
NR644--MA0508.2.PRDM1	chr16	93798837	93798846	-	0.000	0.000	Merged-chr16-93798867-39
NR439--MA0508.2.PRDM1	chr13	112443575	112443584	-	0.000	0.000	Merged-chr13-112443606-16
NR243--MA0508.2.PRDM1	chr11	78766568	78766577	-	0.000	0.000	Merged-chr11-78766561-26
NR514--MA0508.2.PRDM1	chr14	122878009	122878018	-	0.000	0.000	Merged-chr14-122878138-13
NR235--MA0508.2.PRDM1	chr11	64116865	64116874	-	0.000	0.000	Merged-chr11-64116814-48
NR758--MA0508.2.PRDM1	chr18	89233821	89233830	+	0.000	0.000	Merged-chr18-89233824-45
NR214--MA0508.2.PRDM1	chr11	22692993	22693002	+	0.000	0.000	Merged-chr11-22693176-79
NR989--MA0508.2.PRDM1	chr3	133320093	133320102	+	0.000	0.000	Merged-chr3-133320044-21
