#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR269--MA0463.1.Bcl6	chr11	98487928	98487941	-	0.000	0.000	Merged-chr11-98487809-30
NR1133--MA0731.1.BCL6B	chr5	134272836	134272852	+	0.000	0.000	Merged-chr5-134273002-21
NR641--MA0463.1.Bcl6	chr17	80772954	80772967	+	0.000	0.000	Merged-chr17-80772766-52
NR60--MA0463.1.Bcl6	chr1	144215530	144215543	+	0.000	0.000	Merged-chr1-144215493-29
NR413--MA0463.1.Bcl6	chr13	99781060	99781073	-	0.000	0.000	Merged-chr13-99781144-21
NR1480--MA0463.1.Bcl6	chrX	57184979	57184992	-	0.000	0.000	Merged-chrX-57185087-24
NR270--MA0731.1.BCL6B	chr11	98487928	98487944	+	0.000	0.000	Merged-chr11-98487809-30
NR793--MA0731.1.BCL6B	chr2	112676831	112676847	+	0.000	0.000	Merged-chr2-112676754-32
NR554--MA0731.1.BCL6B	chr16	51878441	51878457	+	0.000	0.000	Merged-chr16-51878445-21
NR751--MA0463.1.Bcl6	chr2	53051573	53051586	+	0.000	0.000	Merged-chr2-53051556-37
NR1424--MA0463.1.Bcl6	chr9	70310173	70310186	-	0.000	0.000	Merged-chr9-70310142-32
NR756--MA0731.1.BCL6B	chr2	59441660	59441676	-	0.000	0.000	Merged-chr2-59441702-10
NR3--MA0463.1.Bcl6	chr1	20740783	20740796	+	0.000	0.000	Merged-chr1-20740658-39
NR735--MA0731.1.BCL6B	chr2	13718738	13718754	-	0.000	0.000	Merged-chr2-13718816-55
NR844--MA0731.1.BCL6B	chr2	158175262	158175278	-	0.000	0.000	Merged-chr2-158175276-28
NR667--MA0463.1.Bcl6	chr18	46182171	46182184	-	0.000	0.000	Merged-chr18-46182052-26
NR414--MA0731.1.BCL6B	chr13	100790432	100790448	+	0.000	0.000	Merged-chr13-100790409-21
