#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR1583--MA0463.1.Bcl6	chr5	107648917	107648930	+	0.000	0.000	Merged-chr5-107649073-49
NR13--MA0463.1.Bcl6	chr1	38777882	38777895	+	0.000	0.000	Merged-chr1-38777708-41
NR827--MA0463.1.Bcl6	chr17	12165427	12165440	+	0.000	0.000	Merged-chr17-12165459-54
NR1258--MA0731.1.BCL6B	chr3	95909392	95909408	+	0.000	0.000	Merged-chr3-95909537-31
NR1018--MA0463.1.Bcl6	chr19	53421529	53421542	+	0.000	0.000	Merged-chr19-53421333-52
NR153--MA0463.1.Bcl6	chr1	177457120	177457133	+	0.000	0.000	Merged-chr1-177456987-38
NR1409--MA0463.1.Bcl6	chr4	89178165	89178178	+	0.000	0.000	Merged-chr4-89178152-23
NR1440--MA0731.1.BCL6B	chr4	121002575	121002591	-	0.000	0.000	Merged-chr4-121002570-50
NR1402--MA0463.1.Bcl6	chr4	83315152	83315165	-	0.000	0.000	Merged-chr4-83315362-155
NR980--MA0463.1.Bcl6	chr19	14668773	14668786	-	0.000	0.000	Merged-chr19-14668781-26
NR1403--MA0731.1.BCL6B	chr4	83315152	83315168	+	0.000	0.000	Merged-chr4-83315362-155
NR1439--MA0463.1.Bcl6	chr4	119897624	119897637	+	0.000	0.000	Merged-chr4-119897419-50
NR668--MA0463.1.Bcl6	chr14	101477557	101477570	-	0.000	0.000	Merged-chr14-101477413-70
NR266--MA0463.1.Bcl6	chr10	93985595	93985608	-	0.000	0.000	Merged-chr10-93985650-27
NR125--MA0463.1.Bcl6	chr1	162565200	162565213	-	0.000	0.000	Merged-chr1-162565187-22
NR1654--MA0463.1.Bcl6	chr6	33618604	33618617	-	0.000	0.000	Merged-chr6-33618746-27
NR771--MA0463.1.Bcl6	chr16	24160564	24160577	+	0.000	0.000	Merged-chr16-24160756-32
NR649--MA0731.1.BCL6B	chr14	65330861	65330877	+	0.000	0.000	Merged-chr14-65330788-23
NR1983--MA0731.1.BCL6B	chr8	125725619	125725635	+	0.000	0.000	Merged-chr8-125725496-61
NR1792--MA0731.1.BCL6B	chr7	38215087	38215103	+	0.000	0.000	Merged-chr7-38215034-63
NR589--MA0463.1.Bcl6	chr13	114879039	114879052	-	0.000	0.000	Merged-chr13-114879006-41
NR397--MA0463.1.Bcl6	chr11	106536328	106536341	+	0.000	0.000	Merged-chr11-106536245-61
NR267--MA0731.1.BCL6B	chr10	93985650	93985666	+	0.000	0.000	Merged-chr10-93985650-27
NR532--MA0463.1.Bcl6	chr13	45867635	45867648	-	0.000	0.000	Merged-chr13-45867539-21
NR738--MA0463.1.Bcl6	chr15	93913577	93913590	+	0.000	0.000	Merged-chr15-93913565-49
NR126--MA0463.1.Bcl6	chr1	163374811	163374824	+	0.000	0.000	Merged-chr1-163374764-34
NR390--MA0463.1.Bcl6	chr11	101658403	101658416	-	0.000	0.000	Merged-chr11-101658454-78
NR288--MA0463.1.Bcl6	chr10	117864370	117864383	-	0.000	0.000	Merged-chr10-117864419-6
NR1865--MA0463.1.Bcl6	chr7	117394083	117394096	+	0.000	0.000	Merged-chr7-117394201-50
NR57--MA0731.1.BCL6B	chr1	87637183	87637199	+	0.000	0.000	Merged-chr1-87637275-111
NR592--MA0731.1.BCL6B	chr13	117241310	117241326	+	0.000	0.000	Merged-chr13-117241409-28
NR1436--MA0463.1.Bcl6	chr4	119127468	119127481	-	0.000	0.000	Merged-chr4-119127359-48
NR1017--MA0731.1.BCL6B	chr19	53421457	53421473	-	0.000	0.000	Merged-chr19-53421333-52
NR1687--MA0463.1.Bcl6	chr6	88939542	88939555	+	0.000	0.000	Merged-chr6-88939617-36
NR707--MA0463.1.Bcl6	chr15	58655187	58655200	+	0.000	0.000	Merged-chr15-58655104-54
NR1541--MA0463.1.Bcl6	chr5	64390091	64390104	+	0.000	0.000	Merged-chr5-64389971-20
NR2113--MA0463.1.Bcl6	chrX	57184979	57184992	-	0.000	0.000	Merged-chrX-57185087-24
NR30--MA0463.1.Bcl6	chr1	62829989	62830002	+	0.000	0.000	Merged-chr1-62829921-36
NR1441--MA0463.1.Bcl6	chr4	121002613	121002626	+	0.000	0.000	Merged-chr4-121002570-50
NR1353--MA0731.1.BCL6B	chr4	10770224	10770240	+	0.000	0.000	Merged-chr4-10770192-53
NR1680--MA0731.1.BCL6B	chr6	82744829	82744845	-	0.000	0.000	Merged-chr6-82744737-54
NR344--MA0463.1.Bcl6	chr11	57951648	57951661	+	0.000	0.000	Merged-chr11-57951726-64
