#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR50938--MA0493.1.Klf1	chr7	136164718	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR9466--MA0740.1.KLF14	chr11	94998375	94998388	-	0.000	0.000	Merged-chr11-94998178-21
NR16688--MA0039.3.KLF4	chr14	64628281	64628291	-	0.000	0.000	Merged-chr14-64628307-21
NR27366--MA0493.1.Klf1	chr19	37333607	37333617	+	0.000	0.000	Merged-chr19-37333490-26
NR5726--MA0493.1.Klf1	chr10	81401934	81401944	-	0.000	0.000	Merged-chr10-81401925-26
NR6282--MA0039.3.KLF4	chr10	96664249	96664259	-	0.000	0.000	Merged-chr10-96664143-52
NR37973--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR15--MA0599.1.KLF5	chr1	6467070	6467079	-	0.000	0.000	Merged-chr1-6467226-38
NR41908--MA1107.1.KLF9	chr5	112311008	112311020	-	0.000	0.000	Merged-chr5-112310969-9
NR26886--MA0599.1.KLF5	chr19	9116470	9116479	-	0.000	0.000	Merged-chr19-9116540-6
NR41850--MA1107.1.KLF9	chr5	112239705	112239717	-	0.000	0.000	Merged-chr5-112239781-12
NR6284--MA0741.1.KLF16	chr10	96664250	96664260	-	0.000	0.000	Merged-chr10-96664143-52
NR26887--MA0741.1.KLF16	chr19	9116542	9116552	+	0.000	0.000	Merged-chr19-9116540-6
NR13918--MA0599.1.KLF5	chr13	45455940	45455949	+	0.000	0.000	Merged-chr13-45455779-40
NR10138--MA0742.1.Klf12	chr11	106588293	106588307	+	0.000	0.000	Merged-chr11-106588217-44
NR33647--MA0493.1.Klf1	chr3	79504655	79504665	+	0.000	0.000	Merged-chr3-79504650-9
NR23066--MA0493.1.Klf1	chr17	33550435	33550445	+	0.000	0.000	Merged-chr17-33550477-13
NR56208--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR17614--MA1107.1.KLF9	chr14	118838901	118838913	-	0.000	0.000	Merged-chr14-118838804-5
NR41856--MA0493.1.Klf1	chr5	112239791	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR5011--MA0493.1.Klf1	chr10	68137567	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR8697--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR15255--MA0741.1.KLF16	chr13	109239168	109239178	-	0.000	0.000	Merged-chr13-109239401-35
NR15260--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR6281--MA0599.1.KLF5	chr10	96664251	96664260	-	0.000	0.000	Merged-chr10-96664143-52
NR5612--MA0599.1.KLF5	chr10	80668825	80668834	+	0.000	0.000	Merged-chr10-80668783-8
NR37972--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR43713--MA0039.3.KLF4	chr5	146655614	146655624	-	0.000	0.000	Merged-chr5-146655552-37
NR8206--MA0599.1.KLF5	chr11	58096414	58096423	+	0.000	0.000	Merged-chr11-58096378-33
NR20387--MA0657.1.KLF13	chr16	11461970	11461987	-	0.000	0.000	Merged-chr16-11461779-30
NR6711--MA0742.1.Klf12	chr10	117969951	117969965	-	0.000	0.000	Merged-chr10-117970017-9
NR39137--MA0740.1.KLF14	chr4	141425875	141425888	-	0.000	0.000	Merged-chr4-141425823-59
NR8699--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR14889--MA0599.1.KLF5	chr13	95524227	95524236	+	0.000	0.000	Merged-chr13-95524264-2
NR16687--MA0742.1.Klf12	chr14	64628279	64628293	-	0.000	0.000	Merged-chr14-64628307-21
NR49873--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR8698--MA1107.1.KLF9	chr11	70622583	70622595	-	0.000	0.000	Merged-chr11-70622499-26
NR43563--MA0493.1.Klf1	chr5	143561633	143561643	-	0.000	0.000	Merged-chr5-143561800-6
NR55378--MA0741.1.KLF16	chr9	61754068	61754078	+	0.000	0.000	Merged-chr9-61753912-30
NR11269--MA0039.3.KLF4	chr12	25155610	25155620	+	0.000	0.000	Merged-chr12-25155613-40
NR9364--MA0599.1.KLF5	chr11	89024308	89024317	+	0.000	0.000	Merged-chr11-89024298-29
NR662--MA0599.1.KLF5	chr1	55489579	55489588	+	0.000	0.000	Merged-chr1-55489612-12
NR3080--MA0599.1.KLF5	chr1	170978680	170978689	+	0.000	0.000	Merged-chr1-170978852-11
NR55380--MA0599.1.KLF5	chr9	61779366	61779375	+	0.000	0.000	Merged-chr9-61779248-32
