#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Tfh_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_dn.bed
NR964--MA0508.2.PRDM1	chr2	84809681	84809690	-	0.000	0.000	Merged-chr2-84809578-14
NR1344--MA0508.2.PRDM1	chr5	149203209	149203218	-	0.000	0.000	Merged-chr5-149203183-18
NR420--MA0508.2.PRDM1	chr12	117712709	117712718	-	0.000	0.000	Merged-chr12-117712681-21
NR162--MA0508.2.PRDM1	chr10	30627853	30627862	-	0.000	0.000	Merged-chr10-30627801-15
NR1607--MA0508.2.PRDM1	chr8	81558831	81558840	-	0.000	0.000	Merged-chr8-81558760-48
NR555--MA0508.2.PRDM1	chr14	60542004	60542013	-	0.000	0.000	Merged-chr14-60541882-16
NR460--MA0508.2.PRDM1	chr13	55116476	55116485	+	0.000	0.000	Merged-chr13-55116329-10
NR364--MA0508.2.PRDM1	chr12	69853634	69853643	+	0.000	0.000	Merged-chr12-69853558-20
NR757--MA0508.2.PRDM1	chr17	34305029	34305038	+	0.000	0.000	Merged-chr17-34305077-21
NR1007--MA0508.2.PRDM1	chr2	144742297	144742306	+	0.000	0.000	Merged-chr2-144742373-21
NR574--MA0508.2.PRDM1	chr14	77581075	77581084	+	0.000	0.000	Merged-chr14-77581248-1
NR160--MA0508.2.PRDM1	chr10	26562894	26562903	-	0.000	0.000	Merged-chr10-26563078-18
NR226--MA0508.2.PRDM1	chr10	118089931	118089940	+	0.000	0.000	Merged-chr10-118090052-13
NR478--MA0508.2.PRDM1	chr13	85499899	85499908	-	0.000	0.000	Merged-chr13-85499791-10
NR696--MA0508.2.PRDM1	chr16	52009715	52009724	+	0.000	0.000	Merged-chr16-52009656-17
NR295--MA0508.2.PRDM1	chr11	88455569	88455578	+	0.000	0.000	Merged-chr11-88455545-42
NR287--MA0508.2.PRDM1	chr11	80666403	80666412	+	0.000	0.000	Merged-chr11-80666360-28
NR789--MA0508.2.PRDM1	chr17	86801676	86801685	-	0.000	0.000	Merged-chr17-86801620-1
NR1720--MA0508.2.PRDM1	chr9	114592575	114592584	+	0.000	0.000	Merged-chr9-114592565-4
NR1061--MA0508.2.PRDM1	chr3	55659874	55659883	-	0.000	0.000	Merged-chr3-55660012-44
NR359--MA0508.2.PRDM1	chr12	53032943	53032952	-	0.000	0.000	Merged-chr12-53032976-31
NR1380--MA0508.2.PRDM1	chr6	59363440	59363449	+	0.000	0.000	Merged-chr6-59363496-31
NR1664--MA0508.2.PRDM1	chr9	36802493	36802502	-	0.000	0.000	Merged-chr9-36802612-8
NR1112--MA0508.2.PRDM1	chr3	132927760	132927769	+	0.000	0.000	Merged-chr3-132927951-20
NR1499--MA0508.2.PRDM1	chr7	64309596	64309605	-	0.000	0.000	Merged-chr7-64309656-8
NR1335--MA0508.2.PRDM1	chr5	139368037	139368046	+	0.000	0.000	Merged-chr5-139368071-16
NR1301--MA0508.2.PRDM1	chr5	100896485	100896494	-	0.000	0.000	Merged-chr5-100896571-13
NR520--MA0508.2.PRDM1	chr14	7833637	7833646	-	0.000	0.000	Merged-chr14-7833590-5
NR1728--MA0508.2.PRDM1	chr9	118731049	118731058	-	0.000	0.000	Merged-chr9-118731153-14
NR785--MA0508.2.PRDM1	chr17	86034443	86034452	+	0.000	0.000	Merged-chr17-86034509-12
NR403--MA0508.2.PRDM1	chr12	110389527	110389536	+	0.000	0.000	Merged-chr12-110389691-32
NR512--MA0508.2.PRDM1	chr13	112356301	112356310	+	0.000	0.000	Merged-chr13-112356222-16
NR124--MA0508.2.PRDM1	chr1	184060590	184060599	-	0.000	0.000	Merged-chr1-184060676-8
NR961--MA0508.2.PRDM1	chr2	75892195	75892204	-	0.000	0.000	Merged-chr2-75892268-38
NR756--MA0508.2.PRDM1	chr17	30046822	30046831	+	0.000	0.000	Merged-chr17-30046882-17
