#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR22781--MA0741.1.KLF16	chr16	91061612	91061622	+	0.000	0.000	Merged-chr16-91061778-38
NR35547--MA1107.1.KLF9	chr3	84022793	84022805	-	0.000	0.000	Merged-chr3-84022944-34
NR28820--MA0741.1.KLF16	chr19	38746189	38746199	-	0.000	0.000	Merged-chr19-38746267-36
NR47427--MA0599.1.KLF5	chr6	72957842	72957851	-	0.000	0.000	Merged-chr6-72957924-4
NR28615--MA0741.1.KLF16	chr19	31337339	31337349	-	0.000	0.000	Merged-chr19-31337298-1
NR39533--MA0741.1.KLF16	chr4	107807944	107807954	-	0.000	0.000	Merged-chr4-107808045-10
NR60454--MA0599.1.KLF5	chrX	9219773	9219782	-	0.000	0.000	Merged-chrX-9219820-29
NR55178--MA1107.1.KLF9	chr8	72285493	72285505	+	0.000	0.000	Merged-chr8-72285397-19
NR32286--MA0039.3.KLF4	chr2	117443003	117443013	+	0.000	0.000	Merged-chr2-117442936-10
NR30612--MA0741.1.KLF16	chr2	34938784	34938794	+	0.000	0.000	Merged-chr2-34938971-69
NR25754--MA1107.1.KLF9	chr17	83654864	83654876	-	0.000	0.000	Merged-chr17-83654883-58
NR42097--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR22813--MA0741.1.KLF16	chr16	91588232	91588242	+	0.000	0.000	Merged-chr16-91588038-25
NR8543--MA0493.1.Klf1	chr11	46454763	46454773	-	0.000	0.000	Merged-chr11-46454823-30
NR58309--MA1107.1.KLF9	chr9	65491690	65491702	+	0.000	0.000	Merged-chr9-65491594-16
NR33121--MA0742.1.Klf12	chr2	144213922	144213936	-	0.000	0.000	Merged-chr2-144214019-34
NR9441--MA0599.1.KLF5	chr11	70597424	70597433	-	0.000	0.000	Merged-chr11-70597550-26
NR2558--MA0039.3.KLF4	chr1	151083944	151083954	-	0.000	0.000	Merged-chr1-151084034-24
NR4323--MA0599.1.KLF5	chr10	5448588	5448597	-	0.000	0.000	Merged-chr10-5448562-35
NR22812--MA0493.1.Klf1	chr16	91588231	91588241	+	0.000	0.000	Merged-chr16-91588038-25
NR42787--MA1107.1.KLF9	chr5	54111079	54111091	+	0.000	0.000	Merged-chr5-54110931-21
NR31207--MA0599.1.KLF5	chr2	69381965	69381974	-	0.000	0.000	Merged-chr2-69381907-24
NR54309--MA0599.1.KLF5	chr8	33308164	33308173	-	0.000	0.000	Merged-chr8-33308213-19
NR11821--MA1107.1.KLF9	chr11	118200330	118200342	-	0.000	0.000	Merged-chr11-118200400-19
NR44086--MA0599.1.KLF5	chr5	112301910	112301919	+	0.000	0.000	Merged-chr5-112301937-36
NR25369--MA0742.1.Klf12	chr17	71681089	71681103	-	0.000	0.000	Merged-chr17-71681067-13
NR58685--MA1107.1.KLF9	chr9	78074221	78074233	+	0.000	0.000	Merged-chr9-78074095-46
NR39523--MA0657.1.KLF13	chr4	107807939	107807956	-	0.000	0.000	Merged-chr4-107808045-10
NR46480--MA0493.1.Klf1	chr6	28482897	28482907	-	0.000	0.000	Merged-chr6-28483013-10
NR28671--MA0741.1.KLF16	chr19	33143431	33143441	+	0.000	0.000	Merged-chr19-33143330-11
NR2586--MA0493.1.Klf1	chr1	151613463	151613473	+	0.000	0.000	Merged-chr1-151613371-29
NR21405--MA0599.1.KLF5	chr16	10814916	10814925	+	0.000	0.000	Merged-chr16-10814720-1,Merged-chr16-10815093-30
NR22811--MA0039.3.KLF4	chr16	91588233	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR56312--MA0740.1.KLF14	chr8	116645532	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR21082--MA0493.1.Klf1	chr15	101488329	101488339	-	0.000	0.000	Merged-chr15-101488253-5
NR24889--MA0493.1.Klf1	chr17	50071709	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR41160--MA1107.1.KLF9	chr4	145046048	145046060	-	0.000	0.000	Merged-chr4-145045932-55
NR28568--MA0493.1.Klf1	chr19	29342740	29342750	+	0.000	0.000	Merged-chr19-29342615-13
NR33511--MA1107.1.KLF9	chr2	157148000	157148012	-	0.000	0.000	Merged-chr2-157147783-53
NR27098--MA0740.1.KLF14	chr18	65107246	65107259	+	0.000	0.000	Merged-chr18-65107334-45
NR22530--MA0742.1.Klf12	chr16	75920943	75920957	+	0.000	0.000	Merged-chr16-75921068-56
NR5618--MA1107.1.KLF9	chr10	70132712	70132724	+	0.000	0.000	Merged-chr10-70132920-4
NR35589--MA0599.1.KLF5	chr3	84772130	84772139	-	0.000	0.000	Merged-chr3-84772067-31
NR6952--MA0742.1.Klf12	chr10	111635680	111635694	-	0.000	0.000	Merged-chr10-111635766-22
NR16545--MA0741.1.KLF16	chr13	109922973	109922983	+	0.000	0.000	Merged-chr13-109923175-20
NR2855--MA0741.1.KLF16	chr1	159812978	159812988	-	0.000	0.000	Merged-chr1-159812982-41
NR19299--MA0740.1.KLF14	chr15	36241631	36241644	-	0.000	0.000	Merged-chr15-36241584-11
NR8548--MA0493.1.Klf1	chr11	46454881	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR5623--MA0493.1.Klf1	chr10	70133336	70133346	-	0.000	0.000	Merged-chr10-70133310-29
NR58471--MA0493.1.Klf1	chr9	69092609	69092619	-	0.000	0.000	Merged-chr9-69092509-18
NR43668--MA0599.1.KLF5	chr5	100572397	100572406	-	0.000	0.000	Merged-chr5-100572278-24
NR2142--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR58382--MA0599.1.KLF5	chr9	66158205	66158214	+	0.000	0.000	Merged-chr9-66158396-48
NR14671--MA0740.1.KLF14	chr13	30814620	30814633	-	0.000	0.000	Merged-chr13-30814551-15
NR37522--MA0493.1.Klf1	chr3	146765065	146765075	+	0.000	0.000	Merged-chr3-146765113-32
