#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep1_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR28963--MA0741.1.KLF16	chr18	46917805	46917815	-	0.000	0.000	Merged-chr18-46917814-10
NR1174--MA0599.1.KLF5	chr1	75213263	75213272	-	0.000	0.000	Merged-chr1-75213327-22
NR4846--MA0493.1.Klf1	chr1	193365983	193365993	-	0.000	0.000	Merged-chr1-193366026-12
NR14191--MA0493.1.Klf1	chr12	100480786	100480796	+	0.000	0.000	Merged-chr12-100480598-53
NR32743--MA1107.1.KLF9	chr2	27487404	27487416	-	0.000	0.000	Merged-chr2-27487515-13
NR35453--MA1107.1.KLF9	chr2	128392471	128392483	+	0.000	0.000	Merged-chr2-128392502-21
NR66728--MA1107.1.KLF9	chrX	9219771	9219783	-	0.000	0.000	Merged-chrX-9219820-29
NR36665--MA0599.1.KLF5	chr2	163084494	163084503	-	0.000	0.000	Merged-chr2-163084384-15
NR6586--MA0039.3.KLF4	chr10	77609811	77609821	-	0.000	0.000	Merged-chr10-77609801-14
NR35283--MA0741.1.KLF16	chr2	122673095	122673105	+	0.000	0.000	Merged-chr2-122673136-39
NR48194--MA0493.1.Klf1	chr5	105840142	105840152	+	0.000	0.000	Merged-chr5-105840151-44
NR49158--MA1107.1.KLF9	chr5	124075986	124075998	-	0.000	0.000	Merged-chr5-124075936-23
NR56180--MA0657.1.KLF13	chr7	45120451	45120468	+	0.000	0.000	Merged-chr7-45120364-12
NR3453--MA0742.1.Klf12	chr1	159813012	159813026	-	0.000	0.000	Merged-chr1-159812982-41
NR39689--MA0741.1.KLF16	chr3	105825731	105825741	+	0.000	0.000	Merged-chr3-105825792-34
NR52486--MA1107.1.KLF9	chr6	87394988	87395000	+	0.000	0.000	Merged-chr6-87395104-19
NR19448--MA0740.1.KLF14	chr14	75820045	75820058	-	0.000	0.000	Merged-chr14-75819905-19
NR48056--MA0741.1.KLF16	chr5	103365788	103365798	-	0.000	0.000	Merged-chr5-103365833-17
NR64034--MA0741.1.KLF16	chr9	56418951	56418961	-	0.000	0.000	Merged-chr9-56419056-3
NR20897--MA0599.1.KLF5	chr15	34389240	34389249	-	0.000	0.000	Merged-chr15-34389092-27
NR48516--MA1107.1.KLF9	chr5	113671506	113671518	-	0.000	0.000	Merged-chr5-113671684-1
NR13899--MA0599.1.KLF5	chr12	85632380	85632389	+	0.000	0.000	Merged-chr12-85632486-20
NR21343--MA0742.1.Klf12	chr15	60120104	60120118	-	0.000	0.000	Merged-chr15-60120172-38
NR2637--MA0741.1.KLF16	chr1	136255135	136255145	+	0.000	0.000	Merged-chr1-136255292-47
NR53576--MA1107.1.KLF9	chr6	120264383	120264395	-	0.000	0.000	Merged-chr6-120264409-18
NR38602--MA1107.1.KLF9	chr3	68784325	68784337	-	0.000	0.000	Merged-chr3-68784168-43
NR65222--MA1107.1.KLF9	chr9	94441363	94441375	-	0.000	0.000	Merged-chr9-94441414-62
NR26120--MA0741.1.KLF16	chr17	32402249	32402259	+	0.000	0.000	Merged-chr17-32402116-14
NR29177--MA0741.1.KLF16	chr18	56336368	56336378	+	0.000	0.000	Merged-chr18-56336426-19
NR12930--MA0599.1.KLF5	chr12	35686464	35686473	+	0.000	0.000	Merged-chr12-35686484-17
NR36987--MA0493.1.Klf1	chr2	168591377	168591387	-	0.000	0.000	Merged-chr2-168591388-1
NR19604--MA0039.3.KLF4	chr14	79591335	79591345	-	0.000	0.000	Merged-chr14-79591332-25
NR53115--MA1107.1.KLF9	chr6	108630897	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR40970--MA1107.1.KLF9	chr3	145917946	145917958	+	0.000	0.000	Merged-chr3-145917852-6
NR26756--MA0599.1.KLF5	chr17	52156672	52156681	+	0.000	0.000	Merged-chr17-52156639-23
NR8113--MA1107.1.KLF9	chr10	117864993	117865005	+	0.000	0.000	Merged-chr10-117864903-52
NR51396--MA0039.3.KLF4	chr6	38669824	38669834	+	0.000	0.000	Merged-chr6-38669877-14
NR11998--MA0741.1.KLF16	chr11	113802542	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR67303--MA0742.1.Klf12	chrX	102031805	102031819	+	0.000	0.000	Merged-chrX-102031926-48
NR30843--MA0741.1.KLF16	chr19	14668706	14668716	-	0.000	0.000	Merged-chr19-14668781-26
NR53348--MA1107.1.KLF9	chr6	115693357	115693369	+	0.000	0.000	Merged-chr6-115693458-27
NR48786--MA0599.1.KLF5	chr5	117126089	117126098	+	0.000	0.000	Merged-chr5-117125989-17
NR66321--MA1107.1.KLF9	chr9	117892837	117892849	-	0.000	0.000	Merged-chr9-117892877-51
NR22871--MA0599.1.KLF5	chr15	101388111	101388120	+	0.000	0.000	Merged-chr15-101388154-52
NR23252--MA0039.3.KLF4	chr16	11870198	11870208	-	0.000	0.000	Merged-chr16-11870229-13
NR39525--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR46354--MA0039.3.KLF4	chr5	23722187	23722197	+	0.000	0.000	Merged-chr5-23722080-21
NR33851--MA0039.3.KLF4	chr2	71275421	71275431	+	0.000	0.000	Merged-chr2-71275399-1
NR31373--MA0599.1.KLF5	chr19	41360631	41360640	+	0.000	0.000	Merged-chr19-41360707-21
NR56183--MA0039.3.KLF4	chr7	45120441	45120451	-	0.000	0.000	Merged-chr7-45120364-12
NR6623--MA1107.1.KLF9	chr10	78115178	78115190	-	0.000	0.000	Merged-chr10-78115092-14
NR3456--MA0039.3.KLF4	chr1	159812995	159813005	-	0.000	0.000	Merged-chr1-159812982-41
NR24891--MA0740.1.KLF14	chr16	93552856	93552869	+	0.000	0.000	Merged-chr16-93552984-42
NR67305--MA0599.1.KLF5	chrX	102032000	102032009	-	0.000	0.000	Merged-chrX-102031926-48
NR27700--MA0741.1.KLF16	chr17	83824029	83824039	+	0.000	0.000	Merged-chr17-83824004-16
NR40636--MA0599.1.KLF5	chr3	136556572	136556581	-	0.000	0.000	Merged-chr3-136556627-33
NR40975--MA1107.1.KLF9	chr3	145917956	145917968	+	0.000	0.000	Merged-chr3-145917852-6
NR21866--MA0493.1.Klf1	chr15	78510665	78510675	+	0.000	0.000	Merged-chr15-78510669-65
NR36462--MA0741.1.KLF16	chr2	157447647	157447657	-	0.000	0.000	Merged-chr2-157447566-79
NR57382--MA0741.1.KLF16	chr7	99834053	99834063	-	0.000	0.000	Merged-chr7-99833987-52
NR24477--MA1107.1.KLF9	chr16	75920943	75920955	+	0.000	0.000	Merged-chr16-75921068-56
NR60914--MA0657.1.KLF13	chr8	72208706	72208723	+	0.000	0.000	Merged-chr8-72208866-14
NR28392--MA0741.1.KLF16	chr18	24179079	24179089	-	0.000	0.000	Merged-chr18-24178905-33
NR4361--MA0742.1.Klf12	chr1	182432655	182432669	-	0.000	0.000	Merged-chr1-182432549-49
NR22074--MA0493.1.Klf1	chr15	81819994	81820004	+	0.000	0.000	Merged-chr15-81819861-26
NR23714--MA1107.1.KLF9	chr16	31209952	31209964	-	0.000	0.000	Merged-chr16-31210060-37
NR54675--MA0039.3.KLF4	chr6	146081187	146081197	-	0.000	0.000	Merged-chr6-146081045-99
NR38849--MA1107.1.KLF9	chr3	84772123	84772135	-	0.000	0.000	Merged-chr3-84772067-31
NR36908--MA0741.1.KLF16	chr2	167840164	167840174	-	0.000	0.000	Merged-chr2-167840232-36
NR47555--MA0741.1.KLF16	chr5	77144802	77144812	-	0.000	0.000	Merged-chr5-77144936-48
NR12604--MA0599.1.KLF5	chr12	16136387	16136396	+	0.000	0.000	Merged-chr12-16136516-15
NR56767--MA0599.1.KLF5	chr7	75893124	75893133	-	0.000	0.000	Merged-chr7-75892999-26
NR65703--MA0599.1.KLF5	chr9	106430936	106430945	+	0.000	0.000	Merged-chr9-106430870-17
NR38895--MA0599.1.KLF5	chr3	87266865	87266874	-	0.000	0.000	Merged-chr3-87266700-20
NR4207--MA0493.1.Klf1	chr1	178182342	178182352	+	0.000	0.000	Merged-chr1-178182458-49
NR27984--MA1107.1.KLF9	chr17	88209699	88209711	-	0.000	0.000	Merged-chr17-88209741-13
NR51410--MA0039.3.KLF4	chr6	38810073	38810083	+	0.000	0.000	Merged-chr6-38810070-95
NR15229--MA0742.1.Klf12	chr13	15982597	15982611	+	0.000	0.000	Merged-chr13-15982553-21
NR47276--MA0599.1.KLF5	chr5	67155637	67155646	+	0.000	0.000	Merged-chr5-67155759-12
NR60916--MA0741.1.KLF16	chr8	72208713	72208723	+	0.000	0.000	Merged-chr8-72208866-14
NR8476--MA0039.3.KLF4	chr10	127141096	127141106	+	0.000	0.000	Merged-chr10-127141144-2
NR8109--MA0039.3.KLF4	chr10	117864977	117864987	+	0.000	0.000	Merged-chr10-117864903-52
NR31307--MA0741.1.KLF16	chr19	38746189	38746199	-	0.000	0.000	Merged-chr19-38746267-36
NR1636--MA0493.1.Klf1	chr1	91311689	91311699	-	0.000	0.000	Merged-chr1-91311579-8
NR54230--MA0742.1.Klf12	chr6	136684095	136684109	+	0.000	0.000	Merged-chr6-136683885-26
NR44570--MA0493.1.Klf1	chr4	132749063	132749073	-	0.000	0.000	Merged-chr4-132748989-25
NR1748--MA0493.1.Klf1	chr1	94040573	94040583	-	0.000	0.000	Merged-chr1-94040599-7
NR59258--MA0599.1.KLF5	chr7	142354082	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR64475--MA0741.1.KLF16	chr9	69092590	69092600	+	0.000	0.000	Merged-chr9-69092509-18
NR19337--MA1107.1.KLF9	chr14	72850276	72850288	+	0.000	0.000	Merged-chr14-72850304-14
NR63443--MA0599.1.KLF5	chr9	32395066	32395075	-	0.000	0.000	Merged-chr9-32394945-22
NR53077--MA0599.1.KLF5	chr6	107749015	107749024	-	0.000	0.000	Merged-chr6-107749008-33
NR62567--MA1107.1.KLF9	chr8	122712175	122712187	-	0.000	0.000	Merged-chr8-122712057-14
NR23713--MA0741.1.KLF16	chr16	31209953	31209963	-	0.000	0.000	Merged-chr16-31210060-37
NR28775--MA0657.1.KLF13	chr18	39141850	39141867	-	0.000	0.000	Merged-chr18-39141814-16
NR64864--MA0742.1.Klf12	chr9	79816245	79816259	+	0.000	0.000	Merged-chr9-79816288-41
NR32495--MA0599.1.KLF5	chr2	19628253	19628262	-	0.000	0.000	Merged-chr2-19628399-27
NR38797--MA0599.1.KLF5	chr3	84022795	84022804	-	0.000	0.000	Merged-chr3-84022944-34
NR62562--MA0039.3.KLF4	chr8	122712169	122712179	-	0.000	0.000	Merged-chr8-122712057-14
NR41646--MA0599.1.KLF5	chr4	11684322	11684331	-	0.000	0.000	Merged-chr4-11684265-15
NR44690--MA0039.3.KLF4	chr4	134041632	134041642	+	0.000	0.000	Merged-chr4-134041766-28
NR3158--MA0493.1.Klf1	chr1	153317785	153317795	+	0.000	0.000	Merged-chr1-153317776-35
NR45519--MA0741.1.KLF16	chr4	149658306	149658316	+	0.000	0.000	Merged-chr4-149658229-60
NR9907--MA1107.1.KLF9	chr11	57952968	57952980	-	0.000	0.000	Merged-chr11-57952769-40
NR32583--MA0039.3.KLF4	chr2	25148133	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR12725--MA0493.1.Klf1	chr12	24633928	24633938	-	0.000	0.000	Merged-chr12-24634074-29
NR58079--MA0599.1.KLF5	chr7	117406360	117406369	-	0.000	0.000	Merged-chr7-117406595-16
NR57969--MA0493.1.Klf1	chr7	114356566	114356576	-	0.000	0.000	Merged-chr7-114356592-29
NR54063--MA1107.1.KLF9	chr6	131373315	131373327	+	0.000	0.000	Merged-chr6-131373311-32
NR2403--MA0039.3.KLF4	chr1	131012487	131012497	-	0.000	0.000	Merged-chr1-131012685-13
NR9017--MA0493.1.Klf1	chr11	16987918	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR19821--MA0740.1.KLF14	chr14	99266181	99266194	-	0.000	0.000	Merged-chr14-99266048-28
NR65954--MA0493.1.Klf1	chr9	110697436	110697446	-	0.000	0.000	Merged-chr9-110697524-12
NR59047--MA1107.1.KLF9	chr7	139157794	139157806	-	0.000	0.000	Merged-chr7-139157777-16
NR20845--MA0599.1.KLF5	chr15	31357168	31357177	+	0.000	0.000	Merged-chr15-31357016-32
NR52555--MA1107.1.KLF9	chr6	88769885	88769897	-	0.000	0.000	Merged-chr6-88769866-45
NR59042--MA0039.3.KLF4	chr7	139157794	139157804	-	0.000	0.000	Merged-chr7-139157777-16
NR26913--MA1107.1.KLF9	chr17	56906567	56906579	-	0.000	0.000	Merged-chr17-56906416-18
NR31704--MA0039.3.KLF4	chr19	53461200	53461210	-	0.000	0.000	Merged-chr19-53461472-73
NR29176--MA0493.1.Klf1	chr18	56336367	56336377	+	0.000	0.000	Merged-chr18-56336426-19
NR34325--MA1107.1.KLF9	chr2	85013859	85013871	-	0.000	0.000	Merged-chr2-85014071-48
NR65953--MA0039.3.KLF4	chr9	110697434	110697444	-	0.000	0.000	Merged-chr9-110697524-12
NR11693--MA1107.1.KLF9	chr11	104661413	104661425	-	0.000	0.000	Merged-chr11-104661475-50
NR43607--MA0599.1.KLF5	chr4	108371566	108371575	-	0.000	0.000	Merged-chr4-108371608-19
NR26264--MA1107.1.KLF9	chr17	35526897	35526909	-	0.000	0.000	Merged-chr17-35526917-14
NR59902--MA0741.1.KLF16	chr8	25059856	25059866	+	0.000	0.000	Merged-chr8-25059963-13
NR55699--MA0039.3.KLF4	chr7	28820746	28820756	-	0.000	0.000	Merged-chr7-28820769-1
NR22810--MA0599.1.KLF5	chr15	100668007	100668016	+	0.000	0.000	Merged-chr15-100668117-50
NR26117--MA0493.1.Klf1	chr17	32402084	32402094	+	0.000	0.000	Merged-chr17-32402116-14
NR57603--MA0741.1.KLF16	chr7	105559284	105559294	+	0.000	0.000	Merged-chr7-105559290-12
NR7116--MA0742.1.Klf12	chr10	83336546	83336560	-	0.000	0.000	Merged-chr10-83336542-10
