#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR5337--MA0496.2.MAFK	chr3	78889985	78890003	-	0.000	0.000	Merged-chr3-78890015-28
NR5243--MA0496.2.MAFK	chr3	21917648	21917666	+	0.000	0.000	Merged-chr3-21917648-70
NR4780--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR314--MA0496.2.MAFK	chr1	127796503	127796521	+	0.000	0.000	Merged-chr1-127796546-56
NR1788--MA0496.2.MAFK	chr11	116687887	116687905	-	0.000	0.000	Merged-chr11-116688042-60
NR5156--MA0089.1.MAFG::NFE2L1	chr2	173448695	173448700	-	0.000	0.000	Merged-chr2-173448878-59
NR5823--MA0117.2.Mafb	chr4	63636245	63636256	+	0.000	0.000	Merged-chr4-63636346-15
NR2303--MA0501.1.MAF::NFE2	chr13	41683046	41683060	+	0.000	0.000	Merged-chr13-41683049-20
NR4651--MA0495.2.MAFF	chr2	69415260	69415280	+	0.000	0.000	Merged-chr2-69415236-25
NR1992--MA0089.1.MAFG::NFE2L1	chr12	69102146	69102151	-	0.000	0.000	Merged-chr12-69102156-32
NR3310--MA0496.2.MAFK	chr16	3988522	3988540	-	0.000	0.000	Merged-chr16-3988637-25
NR6170--MA0089.1.MAFG::NFE2L1	chr5	3509670	3509675	-	0.000	0.000	Merged-chr5-3509650-29
NR4653--MA0117.2.Mafb	chr2	69415269	69415280	-	0.000	0.000	Merged-chr2-69415236-25
NR7005--MA0117.2.Mafb	chr6	134274189	134274200	-	0.000	0.000	Merged-chr6-134274107-38
NR6385--MA0089.1.MAFG::NFE2L1	chr5	96879054	96879059	-	0.000	0.000	Merged-chr5-96879087-37
NR5482--MA0501.1.MAF::NFE2	chr3	108683836	108683850	+	0.000	0.000	Merged-chr3-108683846-14
NR1322--MA0591.1.Bach1::Mafk	chr11	20565263	20565277	+	0.000	0.000	Merged-chr11-20565128-32
NR6774--MA0089.1.MAFG::NFE2L1	chr6	67489080	67489085	-	0.000	0.000	Merged-chr6-67488899-31
NR8243--MA0659.1.MAFG	chr9	57647674	57647694	-	0.000	0.000	Merged-chr9-57647746-26
NR165--MA0117.2.Mafb	chr1	64486460	64486471	+	0.000	0.000	Merged-chr1-64486540-36
NR4278--MA0591.1.Bach1::Mafk	chr19	16255567	16255581	+	0.000	0.000	Merged-chr19-16255427-25
NR617--MA0501.1.MAF::NFE2	chr1	180410497	180410511	+	0.000	0.000	Merged-chr1-180410391-12
NR363--MA0089.1.MAFG::NFE2L1	chr1	136898486	136898491	-	0.000	0.000	Merged-chr1-136898317-25
NR6952--MA0496.2.MAFK	chr6	121210701	121210719	+	0.000	0.000	Merged-chr6-121210795-40
NR463--MA0089.1.MAFG::NFE2L1	chr1	160765865	160765870	-	0.000	0.000	Merged-chr1-160765870-25
NR2065--MA0495.2.MAFF	chr12	90781663	90781683	+	0.000	0.000	Merged-chr12-90781717-25
NR5643--MA0496.2.MAFK	chr3	148488139	148488157	+	0.000	0.000	Merged-chr3-148488399-75
NR8465--MA0496.2.MAFK	chr9	114621263	114621281	-	0.000	0.000	Merged-chr9-114621254-26
NR6117--MA0089.1.MAFG::NFE2L1	chr4	149680854	149680859	-	0.000	0.000	Merged-chr4-149680900-7
NR2602--MA0496.2.MAFK	chr13	113203341	113203359	-	0.000	0.000	Merged-chr13-113203194-33
NR8351--MA0089.1.MAFG::NFE2L1	chr9	86618231	86618236	-	0.000	0.000	Merged-chr9-86618128-57
NR214--MA0591.1.Bach1::Mafk	chr1	83006366	83006380	-	0.000	0.000	Merged-chr1-83006483-46
NR7637--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR406--MA0495.2.MAFF	chr1	144775406	144775426	-	0.000	0.000	Merged-chr1-144775481-11
NR5108--MA0591.1.Bach1::Mafk	chr2	166708487	166708501	-	0.000	0.000	Merged-chr2-166708496-46
NR5577--MA0495.2.MAFF	chr3	133626798	133626818	+	0.000	0.000	Merged-chr3-133626779-42
NR1558--MA0495.2.MAFF	chr11	80266257	80266277	-	0.000	0.000	Merged-chr11-80266333-6
NR7517--MA0117.2.Mafb	chr7	116484230	116484241	+	0.000	0.000	Merged-chr7-116484434-42
NR6662--MA0496.2.MAFK	chr6	22314619	22314637	-	0.000	0.000	Merged-chr6-22314730-22
NR2675--MA0089.1.MAFG::NFE2L1	chr14	20938759	20938764	-	0.000	0.000	Merged-chr14-20938813-17
NR1777--MA0496.2.MAFK	chr11	115463666	115463684	-	0.000	0.000	Merged-chr11-115463666-29
NR7091--MA0591.1.Bach1::Mafk	chr6	145256833	145256847	+	0.000	0.000	Merged-chr6-145256997-16
NR5004--MA0496.2.MAFK	chr2	145804908	145804926	+	0.000	0.000	Merged-chr2-145804796-32
NR6288--MA0501.1.MAF::NFE2	chr5	53994810	53994824	-	0.000	0.000	Merged-chr5-53994753-10
NR3619--MA0117.2.Mafb	chr17	8225456	8225467	+	0.000	0.000	Merged-chr17-8225447-9
NR6428--MA0089.1.MAFG::NFE2L1	chr5	105675836	105675841	-	0.000	0.000	Merged-chr5-105675662-27
NR7263--MA0591.1.Bach1::Mafk	chr7	49335176	49335190	+	0.000	0.000	Merged-chr7-49335315-27
NR7833--MA0089.1.MAFG::NFE2L1	chr8	81497809	81497814	-	0.000	0.000	Merged-chr8-81497739-56
NR5755--MA0501.1.MAF::NFE2	chr4	32405326	32405340	-	0.000	0.000	Merged-chr4-32405236-4
NR5152--MA0496.2.MAFK	chr2	172977504	172977522	-	0.000	0.000	Merged-chr2-172977593-131
NR6628--MA0089.1.MAFG::NFE2L1	chr5	149647571	149647576	-	0.000	0.000	Merged-chr5-149647772-15
NR7627--MA0591.1.Bach1::Mafk	chr7	141097385	141097399	+	0.000	0.000	Merged-chr7-141097451-2
NR1344--MA0501.1.MAF::NFE2	chr11	26640674	26640688	+	0.000	0.000	Merged-chr11-26640535-47
NR5787--MA0089.1.MAFG::NFE2L1	chr4	46404281	46404286	+	0.000	0.000	Merged-chr4-46404308-42
NR5223--MA0591.1.Bach1::Mafk	chr3	10212056	10212070	+	0.000	0.000	Merged-chr3-10212114-17
NR2915--MA0659.1.MAFG	chr14	103850699	103850719	-	0.000	0.000	Merged-chr14-103850623-36
NR2447--MA0496.2.MAFK	chr13	76129009	76129027	+	0.000	0.000	Merged-chr13-76128854-26
NR5824--MA0591.1.Bach1::Mafk	chr4	63640027	63640041	-	0.000	0.000	Merged-chr4-63640034-20
NR307--MA0591.1.Bach1::Mafk	chr1	127380973	127380987	-	0.000	0.000	Merged-chr1-127381080-26
NR8214--MA0117.2.Mafb	chr9	48562572	48562583	-	0.000	0.000	Merged-chr9-48562670-30
NR1678--MA0591.1.Bach1::Mafk	chr11	101697344	101697358	-	0.000	0.000	Merged-chr11-101697250-12
NR8179--MA0591.1.Bach1::Mafk	chr9	42158738	42158752	+	0.000	0.000	Merged-chr9-42158908-46
NR1622--MA0495.2.MAFF	chr11	90257329	90257349	-	0.000	0.000	Merged-chr11-90257307-51
NR215--MA0089.1.MAFG::NFE2L1	chr1	83006403	83006408	+	0.000	0.000	Merged-chr1-83006483-46
NR2810--MA0496.2.MAFK	chr14	68034568	68034586	-	0.000	0.000	Merged-chr14-68034570-19
NR1548--MA0501.1.MAF::NFE2	chr11	79071738	79071752	-	0.000	0.000	Merged-chr11-79071709-8
NR5632--MA0496.2.MAFK	chr3	146063413	146063431	-	0.000	0.000	Merged-chr3-146063322-20
NR1763--MA0659.1.MAFG	chr11	113537091	113537111	+	0.000	0.000	Merged-chr11-113536889-33
NR7955--MA0089.1.MAFG::NFE2L1	chr8	111956164	111956169	+	0.000	0.000	Merged-chr8-111956180-5
NR7088--MA0089.1.MAFG::NFE2L1	chr6	144922951	144922956	-	0.000	0.000	Merged-chr6-144923057-24
NR4680--MA0591.1.Bach1::Mafk	chr2	72170816	72170830	+	0.000	0.000	Merged-chr2-72170854-84
NR4967--MA0089.1.MAFG::NFE2L1	chr2	135891302	135891307	+	0.000	0.000	Merged-chr2-135891354-60
NR994--MA0089.1.MAFG::NFE2L1	chr10	84896036	84896041	+	0.000	0.000	Merged-chr10-84895953-22
NR4659--MA0496.2.MAFK	chr2	69415261	69415279	-	0.000	0.000	Merged-chr2-69415236-25
NR6420--MA0117.2.Mafb	chr5	105306180	105306191	+	0.000	0.000	Merged-chr5-105306151-101
NR5147--MA0501.1.MAF::NFE2	chr2	172971966	172971980	+	0.000	0.000	Merged-chr2-172972051-17
NR8244--MA0496.2.MAFK	chr9	57647675	57647693	+	0.000	0.000	Merged-chr9-57647746-26
NR4485--MA0495.2.MAFF	chr2	19628289	19628309	-	0.000	0.000	Merged-chr2-19628399-27
NR4487--MA0659.1.MAFG	chr2	19628289	19628309	+	0.000	0.000	Merged-chr2-19628399-27
NR5002--MA0495.2.MAFF	chr2	145804907	145804927	+	0.000	0.000	Merged-chr2-145804796-32
NR1211--MA0591.1.Bach1::Mafk	chr10	124138701	124138715	-	0.000	0.000	Merged-chr10-124138683-21
NR313--MA0501.1.MAF::NFE2	chr1	127796508	127796522	+	0.000	0.000	Merged-chr1-127796546-56
NR7815--MA0501.1.MAF::NFE2	chr8	77292840	77292854	-	0.000	0.000	Merged-chr8-77292720-71
NR5852--MA0591.1.Bach1::Mafk	chr4	88079191	88079205	+	0.000	0.000	Merged-chr4-88079193-33
NR6777--MA0495.2.MAFF	chr6	67668204	67668224	-	0.000	0.000	Merged-chr6-67668321-12
NR8128--MA0496.2.MAFK	chr9	14248438	14248456	+	0.000	0.000	Merged-chr9-14248366-20
NR856--MA0496.2.MAFK	chr10	44678938	44678956	-	0.000	0.000	Merged-chr10-44678956-9
NR3768--MA0591.1.Bach1::Mafk	chr17	47171428	47171442	+	0.000	0.000	Merged-chr17-47171280-54
NR6772--MA0496.2.MAFK	chr6	67184950	67184968	+	0.000	0.000	Merged-chr6-67184785-39
NR3211--MA0591.1.Bach1::Mafk	chr15	85828784	85828798	+	0.000	0.000	Merged-chr15-85828905-13
NR7616--MA0496.2.MAFK	chr7	140983130	140983148	+	0.000	0.000	Merged-chr7-140983161-18
NR2762--MA0501.1.MAF::NFE2	chr14	60541794	60541808	+	0.000	0.000	Merged-chr14-60541882-16
NR8411--MA0495.2.MAFF	chr9	105689643	105689663	-	0.000	0.000	Merged-chr9-105689631-24
NR4657--MA0501.1.MAF::NFE2	chr2	69415266	69415280	+	0.000	0.000	Merged-chr2-69415236-25
NR4787--MA0089.1.MAFG::NFE2L1	chr2	115610676	115610681	+	0.000	0.000	Merged-chr2-115610633-33
NR7371--MA0089.1.MAFG::NFE2L1	chr7	82811322	82811327	+	0.000	0.000	Merged-chr7-82811213-30
NR5244--MA0496.2.MAFK	chr3	21917648	21917666	-	0.000	0.000	Merged-chr3-21917648-70
NR2600--MA0591.1.Bach1::Mafk	chr13	113203343	113203357	-	0.000	0.000	Merged-chr13-113203194-33
NR3503--MA0496.2.MAFK	chr16	89974506	89974524	+	0.000	0.000	Merged-chr16-89974505-28
NR7107--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
