#Name (cmd = mergePeaks -d 200 -cobound 1 WT_Th1_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-dn/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR7109--MA0741.1.KLF16	chr10	127621162	127621172	-	0.000	0.000	Merged-chr10-127621046-1
NR48638--MA0599.1.KLF5	chr7	39544278	39544287	+	0.000	0.000	Merged-chr7-39544508-62
NR50958--MA0740.1.KLF14	chr7	136894538	136894551	+	0.000	0.000	Merged-chr7-136894538-85
NR39259--MA0599.1.KLF5	chr4	145342060	145342069	+	0.000	0.000	Merged-chr4-145342099-62
NR3484--MA0599.1.KLF5	chr1	182764154	182764163	+	0.000	0.000	Merged-chr1-182764155-66
NR18789--MA0599.1.KLF5	chr15	74538494	74538503	-	0.000	0.000	Merged-chr15-74538442-18
NR20636--MA0741.1.KLF16	chr16	21204697	21204707	-	0.000	0.000	Merged-chr16-21204669-33
NR953--MA1107.1.KLF9	chr1	73940865	73940877	+	0.000	0.000	Merged-chr1-73940938-50
NR50429--MA0599.1.KLF5	chr7	125186708	125186717	-	0.000	0.000	Merged-chr7-125186656-23
NR48996--MA0493.1.Klf1	chr7	52005846	52005856	+	0.000	0.000	Merged-chr7-52005667-2
NR48981--MA0741.1.KLF16	chr7	49246034	49246044	+	0.000	0.000	Merged-chr7-49246156-57
NR10441--MA1107.1.KLF9	chr11	114219900	114219912	+	0.000	0.000	Merged-chr11-114219775-1
NR19696--MA0599.1.KLF5	chr15	91573244	91573253	-	0.000	0.000	Merged-chr15-91573061-60
NR6774--MA0742.1.Klf12	chr10	118787618	118787632	+	0.000	0.000	Merged-chr10-118787587-44
NR41235--MA0741.1.KLF16	chr5	89882216	89882226	-	0.000	0.000	Merged-chr5-89882343-19
NR6776--MA0039.3.KLF4	chr10	118787620	118787630	+	0.000	0.000	Merged-chr10-118787587-44
NR6778--MA0741.1.KLF16	chr10	118787619	118787629	+	0.000	0.000	Merged-chr10-118787587-44
NR20657--MA0740.1.KLF14	chr16	22601867	22601880	+	0.000	0.000	Merged-chr16-22601739-32
NR50962--MA0741.1.KLF16	chr7	136894539	136894549	+	0.000	0.000	Merged-chr7-136894538-85
NR50959--MA0599.1.KLF5	chr7	136894539	136894548	+	0.000	0.000	Merged-chr7-136894538-85
NR47453--MA0742.1.Klf12	chr7	3290413	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR12821--MA0599.1.KLF5	chr12	108275585	108275594	+	0.000	0.000	Merged-chr12-108275445-64
NR47456--MA1107.1.KLF9	chr7	3290415	3290427	-	0.000	0.000	Merged-chr7-3290343-35
NR6773--MA0740.1.KLF14	chr10	118787618	118787631	+	0.000	0.000	Merged-chr10-118787587-44
NR12814--MA0741.1.KLF16	chr12	108275432	108275442	+	0.000	0.000	Merged-chr12-108275445-64
NR33644--MA1107.1.KLF9	chr3	79451642	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR12808--MA0740.1.KLF14	chr12	108275431	108275444	+	0.000	0.000	Merged-chr12-108275445-64
NR12816--MA1107.1.KLF9	chr12	108275431	108275443	+	0.000	0.000	Merged-chr12-108275445-64
NR6775--MA0599.1.KLF5	chr10	118787619	118787628	+	0.000	0.000	Merged-chr10-118787587-44
NR55380--MA0599.1.KLF5	chr9	61779366	61779375	+	0.000	0.000	Merged-chr9-61779248-32
NR14826--MA0741.1.KLF16	chr13	94177372	94177382	+	0.000	0.000	Merged-chr13-94177315-11
NR55384--MA1107.1.KLF9	chr9	61779365	61779377	+	0.000	0.000	Merged-chr9-61779248-32
NR15366--MA1107.1.KLF9	chr13	112289584	112289596	-	0.000	0.000	Merged-chr13-112289570-28
NR30372--MA0742.1.Klf12	chr2	102034563	102034577	-	0.000	0.000	Merged-chr2-102034492-49
NR48979--MA0599.1.KLF5	chr7	49246034	49246043	+	0.000	0.000	Merged-chr7-49246156-57
NR39488--MA0599.1.KLF5	chr4	150087286	150087295	-	0.000	0.000	Merged-chr4-150087480-81
NR19695--MA0742.1.Klf12	chr15	91573240	91573254	-	0.000	0.000	Merged-chr15-91573061-60
NR2349--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR954--MA1107.1.KLF9	chr1	73940867	73940879	+	0.000	0.000	Merged-chr1-73940938-50
NR18444--MA0741.1.KLF16	chr15	55906998	55907008	+	0.000	0.000	Merged-chr15-55906885-1
NR35071--MA0599.1.KLF5	chr3	132927825	132927834	-	0.000	0.000	Merged-chr3-132927951-20
NR7111--MA0741.1.KLF16	chr10	127621166	127621176	-	0.000	0.000	Merged-chr10-127621046-1
NR48976--MA0740.1.KLF14	chr7	49246033	49246046	+	0.000	0.000	Merged-chr7-49246156-57
NR6388--MA0740.1.KLF14	chr10	99609207	99609220	-	0.000	0.000	Merged-chr10-99609027-18
NR35072--MA0741.1.KLF16	chr3	132927824	132927834	-	0.000	0.000	Merged-chr3-132927951-20
NR12820--MA0740.1.KLF14	chr12	108275584	108275597	+	0.000	0.000	Merged-chr12-108275445-64
NR7116--MA0741.1.KLF16	chr10	127621240	127621250	-	0.000	0.000	Merged-chr10-127621046-1
NR19694--MA0740.1.KLF14	chr15	91573241	91573254	-	0.000	0.000	Merged-chr15-91573061-60
NR48639--MA0741.1.KLF16	chr7	39544278	39544288	+	0.000	0.000	Merged-chr7-39544508-62
NR48977--MA0657.1.KLF13	chr7	49246032	49246049	+	0.000	0.000	Merged-chr7-49246156-57
NR50955--MA0599.1.KLF5	chr7	136894429	136894438	+	0.000	0.000	Merged-chr7-136894538-85
NR6389--MA0657.1.KLF13	chr10	99609204	99609221	-	0.000	0.000	Merged-chr10-99609027-18
