#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Th1_rep3_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_up.bed
NR646--MA0766.1.GATA5	chr10	79417359	79417366	-	0.000	0.000	Merged-chr10-79417442-89
NR5358--MA0482.1.Gata4	chr8	94240436	94240446	+	0.000	0.000	Merged-chr8-94240399-13
NR1008--MA0035.3.Gata1	chr11	82417271	82417281	+	0.000	0.000	Merged-chr11-82417240-10
NR1543--MA0140.2.GATA1::TAL1	chr13	32692678	32692695	-	0.000	0.000	Merged-chr13-32692698-24
NR5077--MA0035.3.Gata1	chr7	109951589	109951599	-	0.000	0.000	Merged-chr7-109951636-55
NR2585--MA0036.3.GATA2	chr17	29193400	29193410	-	0.000	0.000	Merged-chr17-29193494-23
NR3219--MA0036.3.GATA2	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR1872--MA0037.3.GATA3	chr14	20938526	20938533	+	0.000	0.000	Merged-chr14-20938430-1
NR519--MA0036.3.GATA2	chr10	26879262	26879272	-	0.000	0.000	Merged-chr10-26879299-36
NR325--MA0482.1.Gata4	chr1	161309589	161309599	+	0.000	0.000	Merged-chr1-161309457-43
NR577--MA0482.1.Gata4	chr10	58354731	58354741	+	0.000	0.000	Merged-chr10-58354769-20
NR434--MA0482.1.Gata4	chr1	191102864	191102874	+	0.000	0.000	Merged-chr1-191102990-43
NR3849--MA0037.3.GATA3	chr4	43835053	43835060	+	0.000	0.000	Merged-chr4-43834935-30
NR718--MA0482.1.Gata4	chr10	93985593	93985603	+	0.000	0.000	Merged-chr10-93985650-27
NR4223--MA0036.3.GATA2	chr5	64371382	64371392	+	0.000	0.000	Merged-chr5-64371502-26
NR4746--MA0036.3.GATA2	chr6	128771235	128771245	-	0.000	0.000	Merged-chr6-128771124-9
NR336--MA0036.3.GATA2	chr1	164136961	164136971	-	0.000	0.000	Merged-chr1-164136892-1
NR1006--MA1104.1.GATA6	chr11	82417270	82417282	-	0.000	0.000	Merged-chr11-82417240-10
NR394--MA0482.1.Gata4	chr1	179578812	179578822	+	0.000	0.000	Merged-chr1-179578897-31
NR3139--MA0482.1.Gata4	chr2	26753535	26753545	-	0.000	0.000	Merged-chr2-26753671-30
NR81--MA0037.3.GATA3	chr1	58311564	58311571	-	0.000	0.000	Merged-chr1-58311498-34
NR2665--MA0036.3.GATA2	chr17	52484086	52484096	-	0.000	0.000	Merged-chr17-52484066-25
NR397--MA0035.3.Gata1	chr1	179578811	179578821	+	0.000	0.000	Merged-chr1-179578897-31
NR3852--MA0036.3.GATA2	chr4	43835051	43835061	-	0.000	0.000	Merged-chr4-43834935-30
NR1585--MA0037.3.GATA3	chr13	43899024	43899031	+	0.000	0.000	Merged-chr13-43898867-30
NR2797--MA0766.1.GATA5	chr18	12645152	12645159	-	0.000	0.000	Merged-chr18-12645089-14
NR4425--MA0035.3.Gata1	chr5	148397627	148397637	+	0.000	0.000	Merged-chr5-148397526-5
NR3732--MA0766.1.GATA5	chr3	136742960	136742967	-	0.000	0.000	Merged-chr3-136742959-57
NR2819--MA0036.3.GATA2	chr18	39457946	39457956	+	0.000	0.000	Merged-chr18-39457993-13
NR647--MA0035.3.Gata1	chr10	79417358	79417368	+	0.000	0.000	Merged-chr10-79417442-89
NR2692--MA0035.3.Gata1	chr17	70973786	70973796	-	0.000	0.000	Merged-chr17-70973710-59
