#Name (cmd = mergePeaks -d 200 -cobound 1 DKO_Tfh_rep2_fp_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.05_up.bed
NR189--MA0731.1.BCL6B	chr10	61306331	61306347	-	0.000	0.000	Merged-chr10-61306308-35
NR1794--MA0731.1.BCL6B	chr8	107505469	107505485	-	0.000	0.000	Merged-chr8-107505522-28
NR287--MA0463.1.Bcl6	chr11	14117620	14117633	+	0.000	0.000	Merged-chr11-14117736-17
NR954--MA0463.1.Bcl6	chr2	6445024	6445037	+	0.000	0.000	Merged-chr2-6444990-17
NR1793--MA0463.1.Bcl6	chr8	107505472	107505485	+	0.000	0.000	Merged-chr8-107505522-28
NR1426--MA0463.1.Bcl6	chr5	72743045	72743058	+	0.000	0.000	Merged-chr5-72743275-18
NR692--MA0731.1.BCL6B	chr16	10814859	10814875	+	0.000	0.000	Merged-chr16-10814720-1
NR1337--MA0463.1.Bcl6	chr4	132748936	132748949	-	0.000	0.000	Merged-chr4-132748989-25
NR1449--MA0463.1.Bcl6	chr5	105718531	105718544	-	0.000	0.000	Merged-chr5-105718341-55
NR873--MA0731.1.BCL6B	chr18	61831086	61831102	-	0.000	0.000	Merged-chr18-61830902-25
NR1319--MA0731.1.BCL6B	chr4	118061914	118061930	-	0.000	0.000	Merged-chr4-118061819-2
NR225--MA0731.1.BCL6B	chr10	93985650	93985666	+	0.000	0.000	Merged-chr10-93985650-27
NR461--MA0463.1.Bcl6	chr13	19219745	19219758	+	0.000	0.000	Merged-chr13-19219739-41
NR1362--MA0463.1.Bcl6	chr4	150242941	150242954	+	0.000	0.000	Merged-chr4-150242934-11
NR112--MA0463.1.Bcl6	chr1	162094332	162094345	+	0.000	0.000	Merged-chr1-162094499-16
NR475--MA0463.1.Bcl6	chr13	45850823	45850836	+	0.000	0.000	Merged-chr13-45850664-56
NR905--MA0463.1.Bcl6	chr19	6299245	6299258	-	0.000	0.000	Merged-chr19-6299304-31
NR1931--MA0731.1.BCL6B	chr9	121675081	121675097	-	0.000	0.000	Merged-chr9-121675261-45
NR802--MA0463.1.Bcl6	chr17	52156567	52156580	-	0.000	0.000	Merged-chr17-52156639-23
NR1703--MA0463.1.Bcl6	chr7	114069447	114069460	+	0.000	0.000	Merged-chr7-114069379-29
NR247--MA0463.1.Bcl6	chr10	117864857	117864870	+	0.000	0.000	Merged-chr10-117864903-52
NR359--MA0463.1.Bcl6	chr11	98948149	98948162	+	0.000	0.000	Merged-chr11-98948156-24
NR932--MA0463.1.Bcl6	chr19	41597479	41597492	-	0.000	0.000	Merged-chr19-41597559-38
NR1801--MA0731.1.BCL6B	chr8	115496170	115496186	+	0.000	0.000	Merged-chr8-115496222-29
NR1296--MA0463.1.Bcl6	chr4	89178165	89178178	+	0.000	0.000	Merged-chr4-89178152-23
NR610--MA0463.1.Bcl6	chr14	121478475	121478488	-	0.000	0.000	Merged-chr14-121478313-77
NR1717--MA0463.1.Bcl6	chr7	127278480	127278493	+	0.000	0.000	Merged-chr7-127278637-41
NR1691--MA0463.1.Bcl6	chr7	104400828	104400841	-	0.000	0.000	Merged-chr7-104400949-29
NR1463--MA0463.1.Bcl6	chr5	117107521	117107534	+	0.000	0.000	Merged-chr5-117107665-16
NR316--MA0463.1.Bcl6	chr11	57952819	57952832	+	0.000	0.000	Merged-chr11-57952769-40
NR1520--MA0731.1.BCL6B	chr6	31072420	31072436	-	0.000	0.000	Merged-chr6-31072342-44
NR622--MA0463.1.Bcl6	chr15	25884648	25884661	-	0.000	0.000	Merged-chr15-25884835-36
NR1345--MA0463.1.Bcl6	chr4	138259675	138259688	+	0.000	0.000	Merged-chr4-138259629-9
